location_id,location_name,latitude,longitude,name,AreaName,RegionName
6194,Opp Hiap Teck Metal Co,1.309294,103.661255,kml_17,PIONEER,WEST REGION
6195,Jurong Insp Ctr,1.3115244,103.6589,kml_17,PIONEER,WEST REGION
6196,Bef Tuas Rd,1.3134531,103.656906,kml_36,TUAS,WEST REGION
6197,Aft Tuas Rd,1.313445,103.65713,kml_17,PIONEER,WEST REGION
6198,Opp Jurong Insp Ctr,1.3120087,103.65863,kml_17,PIONEER,WEST REGION
6199,Hiap Teck Metal Co,1.3095781,103.66123,kml_17,PIONEER,WEST REGION
6200,Blk 655,1.3349681,103.69761,kml_10,JURONG WEST,WEST REGION
6201,Blk 657,1.334982,103.70065,kml_10,JURONG WEST,WEST REGION
6202,Blk 660 Cp,1.3349704,103.70415,kml_10,JURONG WEST,WEST REGION
6203,Blk 662D,1.336719,103.705154,kml_10,JURONG WEST,WEST REGION
6204,Pioneer Stn Exit B,1.3377726,103.69729,kml_10,JURONG WEST,WEST REGION
6205,Blk 608,1.3377336,103.69995,kml_10,JURONG WEST,WEST REGION
