origin_location_id,destination_location_id,section_of_day,mean_distance,count_trips,origin_code,destination_code,origin_lat,destination_lat,origin_lon,destination_lon
4142,4071,morning,0.7,12,64439,64031,1.3779798,1.377,103.88952,103.89366
9,117,afternoon,13.8,9,9,117,1.318112082,1.333728882,103.8930446,103.8306903
2437,1809,morning,2.8,26,28629,20269,1.3419533,1.3215178,103.74425,103.74581
6772,2381,afternoon,4.8,11,17009,28281,1.3149158,1.3420603,103.76412,103.735374
2912,5899,morning,1.8,12,44631,44701,1.3796172,1.3892715,103.76391,103.7688
3764,6153,morning,0.9,10,58129,58251,1.4528421,1.4480315,103.819885,103.818954
5301,2753,evening,1.8,12,43831,43411,1.3651251,1.3517652,103.74789,103.7502
6777,1953,afternoon,4.0,11,22009,21769,1.3393234,1.3284756,103.70546,103.72491
110,108,afternoon,2.7,13,110,108,1.30284063,1.299759879,103.8753395,103.7874693
1542,3290,morning,7.52,8,14229,50031,1.2737067,1.3213781,103.828575,103.84175
2754,5305,morning,2.0,21,43419,43839,1.3515552,1.3652735,103.749985,103.74825
4680,5217,evening,1.4,11,78209,98019,1.3713651,1.362261,103.96221,103.96339
3392,3409,morning,2.1,13,52239,52341,1.334122,1.3362578,103.848946,103.85562
2977,2822,afternoon,1.9,14,45269,44009,1.3943617,1.385869,103.74373,103.74579
3409,3385,evening,2.8,14,52341,52189,1.3362578,1.333185,103.85562,103.84679
3787,3763,afternoon,0.9,12,58259,58121,1.4477726,1.4532912,103.818954,103.8193
4562,4515,afternoon,1.2,13,76281,75349,1.3475838,1.3381182,103.938484,103.93396
3734,3885,morning,1.2,11,57129,59511,1.4341866,1.4271691,103.826416,103.82895
1808,2410,afternoon,2.0,26,20261,28441,1.3215997,1.3357664,103.74546,103.738846
2701,2649,morning,3.3,11,43119,42119,1.3733783,1.3458251,103.76301,103.7733
4081,6093,morning,2.7,11,64101,67469,1.3721212,1.3853364,103.87654,103.89074
6983,5528,evening,2.9,7,59569,59571,1.4184933,1.4207256,103.83294,103.843735
3885,3822,afternoon,0.8,12,59511,59139,1.4271691,1.4314075,103.82895,103.82956
108,110,morning,2.7,27,108,110,1.299759879,1.30284063,103.7874693,103.8753395
3659,3553,morning,4.5,10,55201,54241,1.3785912,1.3691351,103.844376,103.84618
5900,2915,afternoon,1.71,11,44709,44649,1.3885419,1.3820704,103.76843,103.76296
5050,5087,morning,1.9,11,92239,93121,1.30438,1.3108851,103.91266,103.92499
4659,5233,afternoon,1.4,11,78081,98099,1.373688,1.3645717,103.95635,103.96329
23,48,evening,16.0,38,23,48,1.319505215,1.384520796,103.6605988,103.7708268
4046,4247,morning,1.6,14,63319,66349,1.3692174,1.3708276,103.87815,103.86542
6190,1895,morning,1.8,11,22499,21421,1.337665,1.3472031,103.70492,103.71033
1139,5418,afternoon,0.9,11,5199,5239,1.2845145,1.2785411,103.84666,103.84151
1343,1772,morning,7.1,18,11051,20011,1.2987217,1.3130863,103.8003,103.761284
5696,6733,afternoon,1.2,16,65399,65229,1.4058048,1.4032022,103.9126,103.90557
4331,4028,morning,4.7,15,68039,63199,1.3965297,1.3632797,103.873116,103.87384
48,23,morning,16.0,9,48,23,1.384520796,1.319505215,103.7708268,103.6605988
1400,1765,morning,1.9,11,11369,19079,1.3063259,1.3061031,103.79085,103.78013
4823,5030,morning,2.5,10,83209,92129,1.318703,1.306864,103.9146,103.90646
58,55,afternoon,2.0,4,58,55,1.405234836,1.393909226,103.9085809,103.9125574
4166,4528,morning,11.4,2,65009,76101,1.4037063,1.3530332,103.902245,103.9548
1793,1814,morning,2.8,13,20179,20299,1.3200021,1.310928,103.7391,103.758575
1773,1342,evening,7.0,7,20019,11049,1.3135761,1.2954609,103.76151,103.79952
3873,5528,afternoon,1.0,9,59431,59571,1.417805,1.4207256,103.83768,103.843735
5232,4660,morning,1.5,11,98091,78089,1.3643281,1.3736115,103.96313,103.956085
2589,4246,morning,13.3,22,40191,66341,1.3126856,1.3711419,103.83043,103.86525
6818,4175,morning,1.1,9,67009,65049,1.3917806,1.389935,103.89588,103.90187
6205,6206,afternoon,0.3,11,22519,22509,1.3377336,1.3379941,103.69995,103.70323
4303,4140,afternoon,1.8,15,67171,64429,1.387312,1.3748169,103.89898,103.89522
1660,1621,morning,0.8,13,17099,16159,1.3078305,1.3006034,103.77165,103.77017
3805,4082,morning,9.77,9,59049,64109,1.41701,1.3720233,103.8334,103.87691
1620,1760,evening,1.3,12,16151,19051,1.3007613,1.3089645,103.769936,103.773926
42,10,morning,19.1,19,42,10,1.402286677,1.343202895,103.9127036,103.9533387
3380,3480,morning,2.8,9,52161,53229,1.3409383,1.3482231,103.845406,103.84927
1552,5692,afternoon,4.4,12,14291,11131,1.2746844,1.292885,103.82133,103.80707
6114,6116,evening,1.1,21,46449,46429,1.442355,1.4407145,103.79004,103.79315
6654,4292,morning,2.6,37,65341,67111,1.4019469,1.3910537,103.900925,103.902374
10,42,night,19.1,19,10,42,1.343202895,1.402286677,103.9533387,103.9127036
6466,2822,morning,2.7,1,44551,44009,1.3760246,1.385869,103.738434,103.74579
1672,1640,morning,3.9,11,17159,16101,1.3119756,1.2892383,103.76981,103.77969
3815,3819,afternoon,0.4,12,59101,59121,1.4342021,1.4345385,103.83303,103.829994
1357,1546,evening,3.1,11,11139,14249,1.2931986,1.279474,103.80745,103.81733
1643,1671,evening,3.9,10,16109,17151,1.2891117,1.3116952,103.77951,103.76961
3820,3816,morning,0.4,11,59129,59109,1.4349,1.4343985,103.83027,103.83323
27,32,morning,23.0,17,27,32,1.329989089,1.349034109,103.6396662,103.74959
101,130,morning,1.0,176,101,130,1.26547264,1.272332732,103.821446,103.8029471
36,22,morning,25.7,17,36,22,1.432514421,1.340463766,103.77409,103.6369324
2000,2326,morning,2.3,12,22241,27399,1.3401227,1.3486646,103.69939,103.6964
2002,2324,morning,2.9,12,22251,27389,1.3407333,1.3484519,103.70266,103.698105
5409,6947,afternoon,0.5,8,44691,44771,1.3882626,1.3845856,103.77146,103.7708
32,42,evening,16.0,17,32,42,1.349034109,1.402286677,103.74959,103.9127036
1785,1676,evening,0.7,12,20109,17179,1.3208522,1.3152819,103.76207,103.76536
6790,3403,morning,1.5,21,52009,52311,1.3320209,1.334358,103.846924,103.857216
58,61,morning,1.7,12,58,61,1.405234836,1.382692296,103.9085809,103.7623879
32,27,evening,23.0,17,32,27,1.349034109,1.329989089,103.74959,103.6396662
3999,3993,morning,1.3,10,63059,63029,1.3643767,1.3572748,103.88984,103.88218
5874,5404,morning,0.5,5,58509,58499,1.4505993,1.4520587,103.826965,103.82429
4874,4960,morning,0.8,24,84089,84671,1.3206815,1.3175933,103.94003,103.9451
42,32,morning,16.0,17,42,32,1.402286677,1.349034109,103.9127036,103.74959
3787,5440,morning,1.0,12,58259,58481,1.4477726,1.4530591,103.818954,103.82268
5048,4839,morning,1.6,8,92221,83311,1.3049642,1.3124197,103.91493,103.90693
22,36,evening,25.7,17,22,36,1.340463766,1.432514421,103.6369324,103.77409
61,58,morning,1.7,12,61,58,1.382692296,1.405234836,103.7623879,103.9085809
52,50,morning,1.0,13,52,50,1.411870458,1.405194701,103.9002935,103.9023911
4552,4523,morning,2.1,9,76221,76079,1.3563896,1.3479439,103.9539,103.94563
4171,4070,morning,0.9,14,65029,64029,1.384615,1.3778162,103.90062,103.89688
5072,5018,morning,2.7,14,93049,92069,1.3107302,1.3056631,103.93298,103.911
4069,4168,afternoon,0.4,11,64021,65011,1.3778895,1.3815969,103.89664,103.89721
2843,2838,afternoon,1.4,11,44111,44089,1.3809413,1.376481,103.749756,103.740944
2341,1899,evening,6.0,10,28041,21449,1.3300835,1.3463981,103.74828,103.71306
50,52,evening,1.0,13,50,52,1.405194701,1.411870458,103.9023911,103.9002935
48,24,afternoon,8.0,17,48,24,1.384520796,1.436875128,103.7708268,103.7864999
119,8,morning,16.0,15,119,8,1.360179171,1.302438735,103.8850503,103.7983136
2837,2844,evening,1.2,10,44081,44119,1.3767974,1.3804845,103.74073,103.749306
6815,4226,morning,3.9,11,66009,66171,1.3504661,1.359763,103.87169,103.86361
1922,1932,evening,1.55,11,21561,21611,1.3288932,1.3383644,103.72274,103.71932
6822,4488,evening,1.2,12,75009,75139,1.3540756,1.3556397,103.94339,103.93613
3290,4933,afternoon,11.8,9,50031,84489,1.3213781,1.3380473,103.84175,103.91619
4173,6633,evening,3.0,13,65039,67479,1.3873206,1.3919821,103.901855,103.880196
2581,2741,morning,12.0,8,40111,43341,1.318065,1.349722,103.83263,103.741394
4226,6816,afternoon,5.6,11,66171,66009,1.359763,1.3504661,103.86361,103.87169
6638,4170,morning,2.6,11,67471,65021,1.3921857,1.3840314,103.88018,103.89961
8,119,night,16.0,15,8,119,1.302438735,1.360179171,103.7983136,103.8850503
2315,5909,evening,1.7,7,27341,27531,1.346637,1.340528,103.697784,103.68697
4879,4960,morning,1.4,21,84119,84671,1.319689,1.3175933,103.93507,103.9451
3480,3491,evening,0.7,12,53229,53281,1.3482231,1.3466564,103.84927,103.854324
4574,6820,morning,1.4,8,76361,75009,1.3600253,1.3540756,103.950325,103.94339
6712,5548,afternoon,2.4,9,65231,65351,1.3942825,1.405894,103.915764,103.904724
22,46,morning,8.8,11,22,46,1.340463766,1.386723922,103.6369324,103.8905227
1016,1003,afternoon,1.4,11,1219,1019,1.305266,1.2969896,103.86072,103.85302
3028,3053,morning,2.2,2,46141,46279,1.4436496,1.4402196,103.77329,103.7869
6145,6138,evening,1.1,13,47561,47591,1.4332082,1.4397388,103.79885,103.802505
4282,4032,afternoon,2.4,8,67051,63219,1.3873944,1.3685664,103.873024,103.876274
6123,2897,morning,1.1,10,44559,44499,1.3762096,1.3832016,103.73789,103.74089
5549,6716,evening,2.6,9,65359,65239,1.405523,1.3941046,103.90435,103.91604
107,105,evening,3.0,22,107,105,1.276521247,1.326076883,103.8458611,103.8893356
6098,4130,morning,3.4,6,67441,64361,1.3923095,1.376345,103.89346,103.89055
3787,3763,morning,0.9,12,58259,58121,1.4477726,1.4532912,103.818954,103.8193
3829,3835,morning,0.9,10,59179,59209,1.4322144,1.4385661,103.83988,103.84021
1267,1489,morning,1.8,12,10169,13121,1.2859997,1.2940922,103.827484,103.83084
6157,3214,morning,1.0,12,47599,47569,1.4399264,1.4329195,103.802635,103.79878
123,129,evening,2.2,10,123,129,1.27944619,1.276150637,103.8528356,103.8550886
1162,1149,morning,1.4,10,6069,5519,1.2862315,1.2755347,103.83496,103.841125
2903,2869,night,3.2,13,44529,44251,1.3805704,1.3803008,103.74177,103.762314
2870,2900,morning,3.5,14,44259,44511,1.3802956,1.3794851,103.76297,103.74057
1488,1265,afternoon,2.0,13,13119,10151,1.2936268,1.2857205,103.83284,103.82853
6107,1611,morning,1.2,1,17389,16079,1.2990814,1.2913827,103.767,103.7713
4471,4575,evening,1.4,12,75009,76369,1.3540756,1.3602564,103.94339,103.950226
4649,6826,afternoon,1.2,12,77351,77009,1.3678961,1.373564,103.95009,103.95048
3859,5818,morning,0.4,2,59351,59009,1.4287789,1.4284,103.840225,103.8361
143,132,morning,2.9,11,143,132,1.334742117,1.284748969,103.9179554,103.8444484
3999,3995,morning,0.8,2,63059,63039,1.3643767,1.36026,103.88984,103.88538
6466,2839,morning,0.7,10,44551,44091,1.3760246,1.3764722,103.738434,103.74422
130,135,afternoon,2.5,11,130,135,1.272332732,1.286193393,103.8029471,103.827021
5819,3553,morning,8.2,12,59009,54241,1.4284,1.3691351,103.8361,103.84618
2319,2289,morning,0.7,12,27361,27131,1.3429449,1.34194,103.69452,103.68853
4071,4074,afternoon,1.3,11,64031,64049,1.377,1.3703713,103.89366,103.896034
3842,3840,morning,0.3,24,59241,59231,1.4342722,1.4353797,103.839226,103.83681
29,21,morning,6.8,17,29,21,1.311405293,1.294860933,103.7786522,103.8058913
2441,5739,morning,2.2,14,28649,43141,1.339013,1.344219,103.74603,103.75586
5737,2440,afternoon,2.0,11,43149,28641,1.3439949,1.3391789,103.7561,103.7461
4299,4078,morning,1.6,10,67151,64079,1.383533,1.3750083,103.90215,103.89775
21,29,afternoon,6.8,15,21,29,1.294860933,1.311405293,103.8058913,103.7786522
6155,3146,morning,0.8,16,47619,46779,1.444307,1.4407135,103.80714,103.800705
5805,6466,evening,1.0,12,44571,44551,1.3783635,1.3760246,103.743164,103.738434
135,101,evening,1.5,177,135,101,1.286193393,1.26547264,103.827021,103.821446
4587,4650,morning,1.4,10,77009,77359,1.373564,1.368088,103.95048,103.95002
135,130,morning,2.5,11,135,130,1.286193393,1.272332732,103.827021,103.8029471
4084,4156,evening,2.0,13,64119,64521,1.3767916,1.3698399,103.87714,103.889565
105,6,morning,12.5,10,105,6,1.326076883,1.397535018,103.8893356,103.7474307
3816,3843,evening,0.7,15,59109,59249,1.4343985,1.4343609,103.83323,103.83944
2868,2873,afternoon,1.4,15,44249,44271,1.3804959,1.3786712,103.766495,103.75615
4009,4311,morning,5.6,15,63109,67209,1.3508145,1.3869084,103.88985,103.89618
6462,6592,morning,1.3,40,44489,44439,1.3818253,1.3798373,103.74531,103.754295
2583,3335,morning,2.3,10,40121,51031,1.3145816,1.331629,103.84053,103.8386
1408,1754,evening,1.8,15,11419,19011,1.3110298,1.3078164,103.79604,103.78423
128,123,evening,2.8,18,128,123,1.276427355,1.27944619,103.8545925,103.8528356
101,136,night,0.9,15,101,136,1.26547264,1.362344869,103.821446,103.7674369
136,101,evening,0.9,119,136,101,1.362344869,1.26547264,103.7674369,103.821446
1316,6766,morning,1.7,31,10421,10009,1.2889706,1.2821015,103.81503,103.81722
1266,1305,morning,0.8,13,10161,10369,1.2859313,1.2803748,103.82669,103.823875
5438,3504,morning,2.0,8,53291,53359,1.352314,1.3612567,103.83711,103.83196
4525,6131,afternoon,2.8,13,76089,75259,1.3491681,1.349138,103.949234,103.92798
4322,4172,evening,1.2,14,67261,65031,1.3865874,1.3871114,103.894646,103.90168
4173,6344,morning,1.1,14,65039,67269,1.3873206,1.386054,103.901855,103.895134
5037,4775,afternoon,1.0,13,92161,82091,1.3038,1.3126466,103.89657,103.89411
123,128,morning,2.8,18,123,128,1.27944619,1.276427355,103.8528356,103.8545925
6618,5038,morning,0.7,26,82089,92169,1.3108636,1.303782,103.8943,103.89677
3397,4859,morning,11.4,12,52271,84011,1.3368311,1.3225775,103.84975,103.92233
4892,4862,morning,2.1,14,84241,84029,1.3286139,1.3229531,103.94005,103.92518
6592,6465,afternoon,2.1,25,44439,44481,1.3798373,1.381843,103.754295,103.74496
6772,2422,evening,6.8,6,17009,28511,1.3149158,1.350636,103.76412,103.723724
6132,4524,morning,2.8,13,75251,76081,1.3494984,1.349502,103.92783,103.949326
1755,1406,morning,1.3,15,19019,11401,1.308073,1.3090672,103.78476,103.795074
4548,4529,morning,1.2,22,76201,76109,1.356875,1.3529664,103.94797,103.95512
134,132,afternoon,1.3,25,134,132,1.325883209,1.284748969,103.8073292,103.8444484
1589,5003,morning,13.9,9,15199,91081,1.2760425,1.299305,103.79318,103.88533
24,28,night,2.1,12,24,28,1.436875128,1.307183467,103.7864999,103.7902028
4916,4920,afternoon,0.8,8,84381,84411,1.3307867,1.3338381,103.92426,103.92928
18,19,morning,1.2,12,18,19,1.334549778,1.385361693,103.9615134,103.744367
1987,4594,afternoon,2.4,12,98119,77021,1.3671898,1.372663,103.964325,103.94557
18,16,afternoon,2.6,23,18,16,1.334549778,1.316432612,103.9615134,103.882893
16,18,afternoon,2.6,21,16,18,1.316432612,1.334549778,103.882893,103.9615134
19,18,afternoon,1.2,11,19,18,1.385361693,1.334549778,103.744367,103.9615134
2424,5741,morning,1.9,13,28521,27471,1.3509755,1.3521665,103.7212,103.707825
2669,2637,morning,2.8,11,42221,42039,1.3395739,1.3347476,103.76791,103.787796
1362,1754,night,1.9,15,11161,19011,1.3021331,1.3078164,103.79839,103.78423
3533,3541,evening,1.6,11,54079,54181,1.363898,1.3705331,103.845856,103.83653
4055,4628,morning,12.5,11,63361,77249,1.3574464,1.3759944,103.87384,103.93986
111,136,evening,13.9,15,111,136,1.300465076,1.362344869,103.8557007,103.7674369
3997,3995,evening,0.4,14,63049,63039,1.3621917,1.36026,103.88752,103.88538
4375,4369,morning,1.0,10,70139,70109,1.332182,1.3294624,103.883286,103.87404
136,111,morning,13.9,16,136,111,1.362344869,1.300465076,103.7674369,103.8557007
44,28,morning,14.9,15,44,28,1.397170196,1.307183467,103.8892882,103.7902028
1204,1161,morning,2.2,7,8019,6051,1.2962463,1.2847598,103.84407,103.83405
46,44,evening,3.2,12,46,44,1.386723922,1.397170196,103.8905227,103.8892882
44,46,night,3.2,12,44,46,1.397170196,1.386723922,103.8892882,103.8905227
1755,1363,morning,1.7,28,19019,11169,1.308073,1.302705,103.78476,103.79838
2308,2012,morning,1.5,25,27279,22349,1.3421024,1.3452054,103.69119,103.7008
132,130,morning,1.0,19,132,130,1.284748969,1.272332732,103.8444484,103.8029471
5799,2318,afternoon,1.6,7,27149,27359,1.3390652,1.3444144,103.68876,103.696014
2314,2307,evening,1.4,14,27331,27271,1.345373,1.3419999,103.69941,103.69132
130,132,afternoon,1.0,15,130,132,1.272332732,1.284748969,103.8029471,103.8444484
4524,4635,afternoon,6.3,9,76081,77281,1.349502,1.3783717,103.949326,103.93619
4393,4739,morning,1.5,8,70279,81111,1.3315575,1.3186024,103.88952,103.89212
28,44,evening,14.9,14,28,44,1.307183467,1.397170196,103.7902028,103.8892882
3541,3532,morning,2.5,11,54181,54071,1.3705331,1.3643366,103.83653,103.84491
8,105,evening,10.1,15,8,105,1.302438735,1.326076883,103.7983136,103.8893356
103,111,morning,10.2,1,103,111,1.299550746,1.300465076,103.8568623,103.8557007
4257,4199,morning,0.8,8,66409,66029,1.3492659,1.3501716,103.86594,103.861435
5105,5030,morning,3.9,20,94039,92129,1.3148537,1.306864,103.94067,103.90646
5083,4818,morning,0.6,8,93101,83181,1.3126178,1.3166234,103.9199,103.91756
6205,5376,afternoon,0.8,12,22519,22009,1.3377336,1.3393234,103.69995,103.70546
3794,3736,morning,3.2,12,58321,57139,1.4502057,1.4379566,103.81615,103.8256
52,60,morning,2.4,14,52,60,1.411870458,1.394524496,103.9002935,103.9161415
105,8,morning,10.1,16,105,8,1.326076883,1.302438735,103.8893356,103.7983136
4380,4756,afternoon,3.3,11,70171,81201,1.3283367,1.318693,103.885475,103.883
4757,6528,evening,2.1,15,81209,70171,1.3184361,1.3283367,103.8843,103.885475
2404,2011,afternoon,3.3,10,28401,22341,1.3506546,1.3449161,103.71861,103.701035
4060,1192,afternoon,8.9,9,63389,7419,1.3706384,1.3065302,103.88245,103.85616
4575,4571,afternoon,0.7,6,76369,76349,1.3602564,1.3603852,103.950226,103.95557
128,127,evening,0.7,15,128,127,1.276427355,1.337674508,103.8545925,103.8395281
6151,6153,afternoon,0.7,12,58341,58251,1.4526799,1.4480315,103.81688,103.818954
26,6,morning,23.6,9,26,6,1.31148891,1.397535018,103.8713766,103.7474307
60,52,evening,2.4,14,60,52,1.394524496,1.411870458,103.9161415,103.9002935
127,128,morning,0.7,23,127,128,1.337674508,1.276427355,103.8395281,103.8545925
5029,5104,morning,4.0,11,92121,94031,1.3072221,1.3150467,103.90677,103.9409
1159,1149,morning,0.7,12,6029,5519,1.2817705,1.2755347,103.83839,103.841125
19,15,morning,5.4,8,19,15,1.385361693,1.314954492,103.744367,103.7653168
3699,3448,evening,3.4,12,56059,53059,1.382688,1.355471,103.82604,103.83122
4168,4174,morning,1.1,26,65011,65041,1.3815969,1.3898442,103.89721,103.90162
1651,1657,afternoon,0.7,12,17041,17071,1.3042102,1.3089178,103.76456,103.760445
4174,5704,afternoon,1.2,14,65041,65199,1.3898442,1.3959172,103.90162,103.905426
6636,4292,morning,3.5,11,67491,67111,1.3908753,1.3910537,103.874664,103.902374
4317,4329,evening,5.5,10,67239,68029,1.3930503,1.3931216,103.90373,103.87265
1300,1267,evening,1.1,8,10341,10169,1.2848464,1.2859997,103.820595,103.827484
11,44,night,24.4,13,11,44,1.353301356,1.397170196,103.9451175,103.8892882
3957,3413,morning,3.8,12,62071,52361,1.3425298,1.3397441,103.88003,103.85298
44,11,morning,24.4,13,44,11,1.397170196,1.353301356,103.8892882,103.9451175
4934,4436,morning,1.1,12,84491,72029,1.3346394,1.330864,103.91414,103.906555
28,19,morning,9.8,5,28,19,1.307183467,1.385361693,103.7902028,103.744367
3547,3553,morning,1.2,11,54211,54241,1.3686122,1.3691351,103.83635,103.84618
4125,4137,night,0.3,10,64339,64411,1.3713683,1.3735328,103.88703,103.88503
105,101,afternoon,5.6,14,105,101,1.326076883,1.26547264,103.8893356,103.821446
4292,4169,afternoon,2.2,10,67111,65019,1.3910537,1.3815141,103.902374,103.89749
4978,4974,afternoon,0.8,10,85091,85061,1.3275491,1.33146,103.94636,103.94739
3414,3958,evening,3.8,13,52369,62079,1.3400184,1.3429663,103.85273,103.87977
4443,4935,afternoon,0.7,12,72061,84499,1.3317792,1.3352078,103.909836,103.91402
5544,5548,afternoon,1.2,8,65311,65351,1.402015,1.405894,103.91286,103.904724
3905,4372,afternoon,1.8,5,60081,70121,1.3293122,1.3319081,103.866295,103.88114
3579,3581,morning,0.4,7,54371,54381,1.362383,1.3657417,103.85568,103.85609
6846,3911,afternoon,3.8,11,52009,60139,1.3320209,1.3220487,103.846924,103.86629
5291,3840,morning,3.5,15,59581,59231,1.4190313,1.4353797,103.84619,103.83681
4555,4551,morning,0.8,10,76239,76219,1.3564928,1.3564417,103.95755,103.95114
4034,4654,evening,10.7,9,63249,78059,1.363958,1.3667761,103.89262,103.961136
4317,6817,afternoon,1.2,11,67239,67009,1.3930503,1.3917806,103.90373,103.89588
114,110,morning,3.7,15,114,110,1.305403642,1.30284063,103.8554713,103.8753395
141,101,afternoon,1.8,17,141,101,1.334967302,1.26547264,103.9084393,103.821446
5874,5635,morning,0.8,13,58509,58489,1.4505993,1.4528595,103.826965,103.82251
1802,1932,morning,5.6,9,20231,21611,1.3223441,1.3383644,103.73944,103.71932
3914,6793,evening,3.0,11,60161,52009,1.324773,1.3320209,103.86557,103.846924
4273,4316,morning,1.6,14,67009,67231,1.3917806,1.3932221,103.89588,103.90395
3536,6961,morning,1.4,10,54091,54009,1.3616798,1.3696877,103.85093,103.848564
4315,4345,afternoon,4.7,13,67229,68119,1.3910577,1.4023131,103.90614,103.87195
101,141,morning,1.8,72,101,141,1.26547264,1.334967302,103.821446,103.9084393
4344,4314,evening,4.8,12,68111,67221,1.4022219,1.3911625,103.87139,103.906395
101,102,evening,1.7,86,101,102,1.26547264,1.292891552,103.821446,103.860846
4313,6345,evening,0.7,14,67219,67339,1.3836883,1.3864803,103.897514,103.89269
4960,4878,afternoon,2.3,13,84671,84111,1.3175933,1.3195881,103.9451,103.935745
4083,6095,afternoon,3.38,10,64111,67449,1.3759419,1.3920329,103.87685,103.893074
1777,1674,afternoon,2.1,10,20039,17169,1.321025,1.3128452,103.754715,103.7668
6885,2976,afternoon,1.8,8,44009,45261,1.385869,1.3943151,103.74579,103.74356
5822,6285,afternoon,2.4,15,59009,59601,1.4284,1.429842,103.8361,103.84937
2589,3342,morning,5.3,13,40191,51071,1.3126856,1.3421925,103.83043,103.83597
1150,1161,morning,1.2,23,5521,6051,1.2767686,1.2847598,103.84059,103.83405
1322,1105,afternoon,4.9,9,10451,4142,1.2876238,1.2930982,103.81725,103.84966
2019,2315,afternoon,0.8,13,22411,27341,1.3462679,1.346637,103.703804,103.697784
1162,1149,afternoon,1.4,10,6069,5519,1.2862315,1.2755347,103.83496,103.841125
4722,4747,afternoon,1.0,14,80251,81159,1.3100948,1.3116788,103.87993,103.88741
2981,6462,morning,1.6,10,45299,44489,1.3914472,1.3818253,103.745155,103.74531
101,104,afternoon,4.0,12,101,104,1.26547264,1.293462633,103.821446,103.7846438
6346,4312,morning,0.7,14,67331,67211,1.3867681,1.3839383,103.892525,103.89766
6285,5818,morning,2.7,15,59601,59009,1.429842,1.4284,103.84937,103.8361
132,101,afternoon,1.9,69,132,101,1.284748969,1.26547264,103.8444484,103.821446
1673,1776,evening,2.6,12,17161,20031,1.3124099,1.3205599,103.76685,103.75465
4263,3565,evening,2.5,12,66439,54299,1.3739376,1.3689015,103.87551,103.85833
6460,4291,morning,1.6,10,67341,67109,1.3886478,1.3910289,103.89505,103.89999
2679,1676,evening,3.24,13,42319,17179,1.3391538,1.3152819,103.76044,103.76536
3546,3551,evening,1.5,8,54209,54231,1.3763812,1.3696601,103.83952,103.84194
1675,2678,morning,3.1,13,17171,42311,1.314974,1.3386575,103.76503,103.76028
67,19,evening,15.9,3,67,19,1.392079839,1.385361693,103.8800158,103.744367
38,27,morning,30.8,17,38,27,1.327717173,1.329989089,103.6784167,103.6396662
2848,2759,morning,5.1,13,44139,43441,1.3768096,1.35173,103.75536,103.75897
4492,4478,afternoon,1.0,11,75159,75071,1.3540511,1.348933,103.931465,103.93654
4318,4310,afternoon,0.7,5,67241,67201,1.3929961,1.386697,103.898445,103.896286
3913,3919,morning,1.8,11,60159,60201,1.3240948,1.3293389,103.867645,103.868385
1603,1631,evening,1.0,17,16039,16209,1.2879902,1.2815909,103.77872,103.784004
3822,3816,morning,0.8,19,59139,59109,1.4314075,1.4343985,103.82956,103.83323
2760,2847,evening,5.3,11,43449,44131,1.3515037,1.3771007,103.75905,103.755325
4479,4491,morning,1.2,12,75079,75151,1.3485825,1.3545178,103.93701,103.93145
2637,2633,morning,1.0,13,42039,42019,1.3347476,1.3317037,103.787796,103.79657
19,67,morning,15.9,3,19,67,1.385361693,1.392079839,103.744367,103.8800158
27,38,evening,30.8,10,27,38,1.329989089,1.327717173,103.6396662,103.6784167
6791,3395,morning,1.0,9,52009,52261,1.3320209,1.3340317,103.846924,103.85128
3867,3840,morning,1.6,13,59401,59231,1.4270545,1.4353797,103.84615,103.83681
5909,2312,afternoon,1.4,10,27531,27309,1.340528,1.3410704,103.68697,103.69427
2632,2638,afternoon,1.0,12,42011,42041,1.3316145,1.334425,103.79503,103.78689
12,41,evening,16.8,18,12,41,1.440585001,1.381756046,103.8009982,103.8449439
2792,1678,morning,3.2,12,43629,17189,1.3424081,1.3179051,103.759155,103.76406
41,12,morning,16.8,18,41,12,1.381756046,1.440585001,103.8449439,103.8009982
1287,1160,morning,2.6,15,10279,6049,1.2915137,1.2847486,103.81757,103.835175
115,110,evening,4.4,6,115,110,1.281873788,1.30284063,103.8590733,103.8753395
4900,4908,evening,0.9,12,84301,84341,1.3278214,1.3311034,103.92657,103.931984
124,6,morning,18.6,12,124,6,1.306491669,1.397535018,103.7906645,103.7474307
3525,3571,afternoon,1.3,12,54039,54329,1.3709179,1.3644978,103.845634,103.85248
22,4,evening,11.3,9,22,4,1.340463766,1.425177699,103.6369324,103.7621874
4909,4901,afternoon,0.9,12,84349,84309,1.3309175,1.3280281,103.932335,103.92687
1161,1286,evening,2.5,15,6051,10271,1.2847598,1.29116,103.83405,103.81757
110,115,morning,4.4,24,110,115,1.30284063,1.281873788,103.8753395,103.8590733
4908,6109,evening,0.8,1,84341,84201,1.3311034,1.3366005,103.931984,103.93309
101,134,night,2.0,8,101,134,1.26547264,1.325883209,103.821446,103.8073292
4,22,morning,11.3,13,4,22,1.425177699,1.340463766,103.7621874,103.6369324
14,12,morning,1.2,12,14,12,1.372983774,1.440585001,103.9492348,103.8009982
4041,3952,morning,1.2,7,63291,62049,1.35225,1.34904,103.887856,103.880226
6583,4527,morning,2.6,13,96179,76099,1.3426614,1.3502636,103.95531,103.95249
3550,3659,evening,2.0,10,54229,55201,1.3696058,1.3785912,103.839935,103.844376
5624,4555,morning,1.1,10,98309,76239,1.35996,1.3564928,103.96474,103.95755
1675,2791,afternoon,3.5,13,17171,43621,1.314974,1.3416928,103.76503,103.75908
