origin_location_id,destination_location_id,section_of_day,mean_distance,count_trips,origin_code,destination_code,origin_lat,destination_lat,origin_lon,destination_lon
6479,1545,afternoon,2.2,14,14399,14241,1.2776366,1.2791436,103.808586,103.81687
6303,6520,afternoon,1.6,1,58419,58211,1.4546446,1.449262,103.81584,103.81979
1176,3300,evening,1.7,13,7031,50081,1.3057208,1.3166317,103.851204,103.85025
59,56,afternoon,1.9,23,59,56,1.399281985,1.397318155,103.9059403,103.8756226
101,130,evening,1.0,60,101,130,1.26547264,1.272332732,103.821446,103.8029471
2864,2912,evening,1.1,14,44229,44631,1.3765606,1.3796172,103.77146,103.76391
6677,5376,morning,0.7,33,22599,22009,1.3448404,1.3393234,103.70308,103.70546
134,133,morning,0.7,17,134,133,1.325883209,1.313607102,103.8073292,103.8378098
4563,6820,afternoon,1.3,14,76289,75009,1.3473873,1.3540756,103.93815,103.94339
4033,4000,morning,0.3,2,63241,63061,1.3640978,1.3662384,103.892136,103.89129
2307,2289,afternoon,0.3,12,27271,27131,1.3419999,1.34194,103.69132,103.68853
133,134,evening,0.7,13,133,134,1.313607102,1.325883209,103.8378098,103.8073292
6302,3794,morning,1.1,18,58401,58321,1.4557565,1.4502057,103.818,103.81615
1680,6655,morning,0.8,38,17201,17009,1.3205571,1.3149158,103.76735,103.76412
133,134,morning,0.7,15,133,134,1.313607102,1.325883209,103.8378098,103.8073292
21,19,morning,4.2,36,21,19,1.294860933,1.385361693,103.8058913,103.744367
6455,4291,evening,3.5,12,67399,67109,1.3938501,1.3910289,103.89167,103.89999
1546,6479,morning,1.4,11,14249,14399,1.279474,1.2776366,103.81733,103.808586
2864,6049,dawn,1.5,15,44229,44361,1.3765606,1.3664589,103.77146,103.77559
21,48,morning,11.5,40,21,48,1.294860933,1.384520796,103.8058913,103.7708268
4886,5582,evening,1.2,9,84211,84281,1.3300475,1.3265772,103.93444,103.94039
2913,2863,night,1.2,30,44639,44221,1.3800697,1.3762996,103.76396,103.770996
6330,6288,afternoon,1.1,11,58329,58409,1.4505019,1.4561083,103.81656,103.8181
6065,2863,evening,1.5,12,44369,44221,1.3657428,1.3762996,103.775314,103.770996
4888,5582,evening,1.0,27,84221,84281,1.331858,1.3265772,103.93513,103.94039
5796,2316,morning,1.3,14,27139,27349,1.3420274,1.3468081,103.68898,103.697815
2315,2307,afternoon,1.1,12,27341,27271,1.346637,1.3419999,103.697784,103.69132
2405,2380,evening,3.41,16,28409,28279,1.3508115,1.3394829,103.71794,103.73424
6097,6455,morning,0.5,25,67409,67399,1.3923391,1.3938501,103.896065,103.89167
5586,4889,morning,1.1,26,84289,84229,1.3266307,1.3315995,103.94017,103.93531
101,130,afternoon,1.0,53,101,130,1.26547264,1.272332732,103.821446,103.8029471
134,112,morning,15.9,2,134,112,1.325883209,1.300260055,103.8073292,103.8390737
6521,6313,afternoon,1.4,8,58219,58411,1.4495347,1.454612,103.81993,103.81658
48,21,afternoon,11.5,40,48,21,1.384520796,1.294860933,103.7708268,103.8058913
19,21,morning,4.2,15,19,21,1.385361693,1.294860933,103.744367,103.8058913
19,21,evening,4.2,16,19,21,1.385361693,1.294860933,103.744367,103.8058913
135,132,afternoon,1.8,13,135,132,1.286193393,1.284748969,103.827021,103.8444484
6772,1680,afternoon,0.9,34,17009,17201,1.3149158,1.3205571,103.76412,103.76735
2315,2289,morning,1.4,14,27341,27131,1.346637,1.34194,103.697784,103.68853
1545,1537,afternoon,1.1,24,14241,14201,1.2791436,1.2816731,103.81687,103.80914
105,101,evening,5.6,27,105,101,1.326076883,1.26547264,103.8893356,103.821446
131,135,afternoon,2.3,17,131,135,1.284359578,1.286193393,103.8434242,103.827021
1538,1546,morning,1.0,11,14209,14249,1.281764,1.279474,103.809586,103.81733
5796,2316,afternoon,1.3,37,27139,27349,1.3420274,1.3468081,103.68898,103.697815
6822,4488,afternoon,1.2,11,75009,75139,1.3540756,1.3556397,103.94339,103.93613
135,131,afternoon,2.3,13,135,131,1.286193393,1.284359578,103.827021,103.8434242
5586,4889,evening,1.1,12,84289,84229,1.3266307,1.3315995,103.94017,103.93531
1680,6655,evening,0.8,28,17201,17009,1.3205571,1.3149158,103.76735,103.76412
4627,4037,morning,8.0,8,77241,63271,1.3753133,1.356395,103.94027,103.88998
4291,6097,morning,0.4,24,67109,67409,1.3910289,1.3923391,103.89999,103.896065
56,59,morning,1.9,24,56,59,1.397318155,1.399281985,103.8756226,103.9059403
6843,6208,morning,1.1,62,22009,22511,1.3393234,1.3374618,103.70546,103.700294
130,101,morning,1.0,154,130,101,1.272332732,1.26547264,103.8029471,103.821446
45,115,evening,28.3,12,45,115,1.398212828,1.281873788,103.881242,103.8590733
21,19,evening,4.2,18,21,19,1.294860933,1.385361693,103.8058913,103.744367
2349,2404,afternoon,3.0,16,28081,28401,1.3395083,1.3506546,103.73665,103.71861
6825,4562,morning,1.4,26,75009,76281,1.3540756,1.3475838,103.94339,103.938484
135,131,morning,2.3,6,135,131,1.286193393,1.284359578,103.827021,103.8434242
134,133,evening,0.7,13,134,133,1.325883209,1.313607102,103.8073292,103.8378098
6843,2019,afternoon,1.8,2,22009,22411,1.3393234,1.3462679,103.70546,103.703804
1250,1266,morning,1.1,3,10079,10161,1.280395,1.2859313,103.82709,103.82669
6772,1784,morning,0.8,22,17009,20101,1.3149158,1.3199371,103.76412,103.76222
134,101,afternoon,2.0,28,134,101,1.325883209,1.26547264,103.8073292,103.821446
101,131,morning,1.4,248,101,131,1.26547264,1.284359578,103.821446,103.8434242
5062,5014,evening,1.2,16,92309,92049,1.3082786,1.302999,103.91268,103.90595
4663,5426,morning,1.4,39,78109,78271,1.3753332,1.3792225,103.95388,103.96384
1563,1304,afternoon,1.2,13,14389,10361,1.2742816,1.280381,103.82501,103.82353
106,101,night,7.3,14,106,101,1.404546728,1.26547264,103.902052,103.821446
6096,4290,morning,0.5,13,67401,67101,1.3929085,1.3914315,103.89532,103.89957
6641,6642,night,0.6,11,67601,64571,1.3833447,1.3781116,103.893265,103.89297
4307,4319,morning,0.4,14,67189,67249,1.3905996,1.3937657,103.89742,103.898506
3001,2987,morning,0.7,17,45439,45329,1.4012719,1.397438,103.75115,103.74786
101,106,morning,7.3,316,101,106,1.26547264,1.404546728,103.821446,103.902052
3508,3481,morning,1.3,6,53379,53231,1.3601867,1.3508999,103.84386,103.84798
131,101,morning,1.4,181,131,101,1.284359578,1.26547264,103.8434242,103.821446
1360,1410,evening,1.0,23,11151,11439,1.2986358,1.3060647,103.802475,103.8003
6772,1680,morning,0.9,47,17009,17201,1.3149158,1.3205571,103.76412,103.76735
4931,4444,morning,2.2,14,84479,72069,1.3374211,1.33151,103.92253,103.90978
5426,4662,afternoon,1.7,15,78271,78101,1.3792225,1.3750664,103.96384,103.95405
6639,6640,morning,0.6,15,64579,67609,1.3782083,1.3839331,103.89268,103.89304
3582,3616,morning,0.8,33,54389,54609,1.3663898,1.3593578,103.856606,103.85529
4322,4174,morning,1.5,11,67261,65041,1.3865874,1.3898442,103.894646,103.90162
4317,6817,morning,1.2,1,67239,67009,1.3930503,1.3917806,103.90373,103.89588
4663,5666,morning,0.9,12,78109,78221,1.3753332,1.3741752,103.95388,103.96123
2986,3001,evening,1.6,14,45321,45439,1.3974026,1.4012719,103.74756,103.75115
4291,6097,afternoon,0.4,12,67109,67409,1.3910289,1.3923391,103.89999,103.896065
6288,3764,morning,0.7,12,58409,58129,1.4561083,1.4528421,103.8181,103.819885
5013,5061,evening,1.3,15,92041,92301,1.3032728,1.3079354,103.90583,103.91263
101,131,evening,1.4,87,101,131,1.26547264,1.284359578,103.821446,103.8434242
131,101,evening,1.4,186,131,101,1.284359578,1.26547264,103.8434242,103.821446
4313,4319,morning,1.2,24,67219,67249,1.3836883,1.3937657,103.897514,103.898506
4665,5150,morning,5.0,8,78119,96059,1.37564,1.3435128,103.95753,103.96218
5614,4662,morning,0.9,12,78229,78101,1.3741114,1.3750664,103.96094,103.95405
1249,1509,morning,0.9,13,10071,14039,1.2804531,1.2766364,103.826385,103.823456
4175,6345,morning,1.7,11,65049,67339,1.389935,1.3864803,103.90187,103.89269
4443,4930,afternoon,2.1,16,72061,84471,1.3317792,1.3373331,103.909836,103.922
4318,4312,afternoon,1.1,22,67241,67211,1.3929961,1.3839383,103.898445,103.89766
4172,4306,morning,0.9,12,65031,67181,1.3871114,1.3910179,103.90168,103.89778
3000,2987,morning,0.9,24,45421,45329,1.4027488,1.397438,103.75051,103.74786
4318,4312,morning,1.1,11,67241,67211,1.3929961,1.3839383,103.898445,103.89766
1365,1342,morning,1.6,36,11179,11049,1.3062752,1.2954609,103.79428,103.79952
1410,1363,morning,0.5,21,11439,11169,1.3060647,1.302705,103.8003,103.79838
2308,2028,night,0.8,34,27279,22459,1.3421024,1.3385628,103.69119,103.69572
1304,1250,afternoon,0.5,15,10361,10079,1.280381,1.280395,103.82353,103.82709
5032,5037,morning,2.0,11,92139,92161,1.3085397,1.3038,103.91063,103.89657
1372,1362,afternoon,2.2,14,11211,11161,1.3083878,1.3021331,103.809395,103.79839
132,101,morning,1.9,93,132,101,1.284748969,1.26547264,103.8444484,103.821446
6637,4172,evening,3.2,1,67481,65031,1.391498,1.3871114,103.87765,103.90168
1363,1344,morning,0.6,22,11169,11059,1.302705,1.298829,103.79838,103.80097
101,106,evening,7.3,16,101,106,1.26547264,1.404546728,103.821446,103.902052
102,106,morning,5.6,11,102,106,1.292891552,1.404546728,103.860846,103.902052
1363,1371,morning,2.5,15,11169,11209,1.302705,1.3081728,103.79838,103.81039
101,102,morning,1.7,136,101,102,1.26547264,1.292891552,103.821446,103.860846
6464,2895,morning,0.8,16,44471,44469,1.3804704,1.3824389,103.748024,103.74275
1943,1929,morning,1.1,11,21669,21599,1.3413421,1.3346835,103.72209,103.72269
3332,3316,morning,1.6,12,51019,50211,1.3289425,1.3230697,103.84067,103.85257
1337,1341,morning,1.0,12,11021,11041,1.2894181,1.296245,103.802284,103.79952
1550,1542,morning,1.4,10,14279,14229,1.2759155,1.2737067,103.81921,103.828575
2025,2321,morning,0.7,37,22441,27371,1.3426698,1.3475138,103.70363,103.701
4125,6989,night,2.4,16,64339,66551,1.3713683,1.3817266,103.88703,103.88145
5050,5434,morning,0.5,8,92239,92229,1.30438,1.304952,103.91266,103.91602
6989,4165,morning,1.0,51,66551,64619,1.3817266,1.3780934,103.88145,103.88468
1249,1257,morning,1.6,51,10071,10101,1.2804531,1.285062,103.826385,103.81378
4305,6095,morning,1.0,15,67179,67449,1.387414,1.3920329,103.897995,103.893074
105,126,afternoon,6.6,9,105,126,1.326076883,1.299766835,103.8893356,103.8636292
2647,2645,afternoon,0.4,12,42109,42089,1.3432461,1.340071,103.77692,103.77941
4165,4149,morning,0.5,14,64619,64479,1.3780934,1.3744013,103.88468,103.88354
102,101,afternoon,1.7,54,102,101,1.292891552,1.26547264,103.860846,103.821446
4978,4974,morning,0.8,11,85091,85061,1.3275491,1.33146,103.94636,103.94739
4975,4870,afternoon,1.3,11,85069,84069,1.3318,1.3254874,103.94738,103.94219
2416,2438,afternoon,1.8,33,28471,28631,1.3481115,1.3405316,103.73225,103.74419
4869,4978,morning,0.5,11,84061,85091,1.3258479,1.3275491,103.94223,103.94636
5675,4320,morning,1.5,4,67661,67251,1.388894,1.3944286,103.90878,103.900314
4059,4137,afternoon,0.7,14,63381,64411,1.3709517,1.3735328,103.88239,103.88503
4137,4270,afternoon,1.3,13,64411,66489,1.3735328,1.3788934,103.88503,103.87898
126,105,morning,6.6,24,126,105,1.299766835,1.326076883,103.8636292,103.8893356
6303,3762,evening,1.2,15,58419,58119,1.4546446,1.4509993,103.81584,103.82102
4165,4138,morning,0.5,20,64619,64419,1.3780934,1.3733916,103.88468,103.885216
7,6,morning,1.2,53,7,6,1.337586882,1.397535018,103.6973586,103.7474307
6790,3364,morning,2.82,12,52009,52059,1.3320209,1.3430974,103.846924,103.856224
2597,3309,afternoon,3.3,12,40231,50171,1.3223087,1.3266339,103.825775,103.84641
6,7,afternoon,1.2,15,6,7,1.397535018,1.337586882,103.7474307,103.6973586
2859,2696,morning,2.0,11,44201,43089,1.3773228,1.3670566,103.767265,103.76608
2439,2416,morning,2.0,27,28639,28471,1.3404565,1.3481115,103.74396,103.73225
4138,4060,morning,0.7,15,64419,63389,1.3733916,1.3706384,103.885216,103.88245
6,7,morning,1.2,13,6,7,1.397535018,1.337586882,103.7474307,103.6973586
4086,4082,morning,0.9,43,64129,64109,1.3799597,1.3720233,103.87687,103.87691
3761,6313,morning,1.1,18,58111,58411,1.4509628,1.454612,103.820755,103.81658
4321,5675,evening,1.4,3,67259,67661,1.3946539,1.388894,103.90046,103.90878
3111,3016,morning,1.6,8,46579,46069,1.4348859,1.4428895,103.77552,103.76934
4138,4058,morning,0.3,17,64419,63379,1.3733916,1.3707967,103.885216,103.88521
2894,6463,evening,0.8,11,44461,44479,1.3825705,1.3804793,103.743004,103.74828
1651,1813,evening,1.1,13,17041,20291,1.3042102,1.3109506,103.76456,103.75771
5407,5893,morning,1.6,26,44611,44349,1.3871248,1.381333,103.76758,103.769325
6096,4292,morning,0.8,13,67401,67111,1.3929085,1.3910537,103.89532,103.902374
1266,1301,morning,0.9,19,10161,10349,1.2859313,1.2849834,103.82669,103.821045
3553,4174,morning,9.1,9,54241,65041,1.3691351,1.3898442,103.84618,103.90162
4172,6318,morning,2.0,16,65031,67359,1.3871114,1.3900874,103.90168,103.89042
3522,3528,morning,1.3,16,54011,54051,1.3656704,1.376444,103.84341,103.844635
2,22,evening,7.7,1,2,22,1.342352821,1.340463766,103.7326244,103.6369324
2321,2330,afternoon,1.1,10,27371,27419,1.3475138,1.3457547,103.701,103.69282
2329,2324,morning,0.9,22,27411,27389,1.3459083,1.3484519,103.69273,103.698105
1987,4600,morning,1.3,26,98119,77051,1.3671898,1.3690851,103.964325,103.955086
4635,4043,morning,8.4,26,77281,63301,1.3783717,1.3514948,103.93619,103.885315
5015,5065,afternoon,1.68,11,92051,93011,1.3046184,1.3082297,103.90783,103.92152
3044,3097,morning,1.1,13,46181,46509,1.4401588,1.438044,103.77887,103.770966
4263,4214,morning,1.1,11,66439,66101,1.3739376,1.3709404,103.87551,103.87326
1652,1613,afternoon,1.7,13,17049,16089,1.3047063,1.2920114,103.764595,103.76908
4042,4636,evening,8.7,30,63299,77289,1.3526317,1.3788975,103.888336,103.93597
2866,2875,afternoon,2.2,11,44239,44281,1.3784611,1.3810492,103.76983,103.75423
3534,6961,evening,1.8,5,54081,54009,1.3635898,1.3696877,103.84787,103.848564
6868,4038,morning,2.4,14,66359,63279,1.350807,1.356238,103.87328,103.88983
3787,6624,morning,1.2,11,58259,58359,1.4477726,1.4561944,103.818954,103.81465
120,121,morning,0.8,14,120,121,1.292478928,1.317510612,103.8443255,103.8075929
1652,1613,evening,1.7,10,17049,16089,1.3047063,1.2920114,103.764595,103.76908
3048,3053,morning,1.1,23,46241,46279,1.4421184,1.4402196,103.778946,103.7869
1,6,morning,7.4,24,1,6,1.319778952,1.397535018,103.9032339,103.7474307
4272,6989,evening,0.5,13,66499,66551,1.3791231,1.3817266,103.88327,103.88145
6800,3531,afternoon,2.22,8,54009,54069,1.3696877,1.36692,103.848564,103.83405
2884,5408,afternoon,1.6,13,44341,44619,1.3811703,1.3869507,103.76918,103.76764
3825,3837,evening,1.6,1,59159,59219,1.4305546,1.4404553,103.83467,103.83758
1612,1651,morning,1.5,11,16081,17041,1.2919577,1.3042102,103.76866,103.76456
1265,1301,morning,1.1,11,10151,10349,1.2857205,1.2849834,103.82853,103.821045
5066,5057,morning,1.44,11,93019,92271,1.3078761,1.30611,103.92112,103.90953
3573,4378,morning,7.0,10,54339,70151,1.3678447,1.3276837,103.85058,103.88097
4556,5218,morning,0.9,11,76241,98021,1.358458,1.3647373,103.95917,103.96538
2876,2865,afternoon,2.2,11,44289,44231,1.3814015,1.3791668,103.7538,103.76933
43,1,morning,9.4,5,43,1,1.409612685,1.319778952,103.9048099,103.9032339
4037,6868,afternoon,3.0,11,63271,66359,1.356395,1.350807,103.88998,103.87328
6674,2321,morning,0.4,40,22591,27371,1.3442583,1.3475138,103.70329,103.701
1302,1267,afternoon,0.8,11,10351,10169,1.286755,1.2859997,103.82205,103.827484
3053,6113,morning,0.4,25,46279,46251,1.4402196,1.4409224,103.7869,103.789085
1814,1652,morning,1.0,16,20299,17049,1.310928,1.3047063,103.758575,103.764595
6885,2970,morning,0.4,13,44009,45231,1.385869,1.3846306,103.74579,103.74229
1930,2428,morning,2.9,11,21601,28541,1.3372703,1.3523581,103.7211,103.71726
5797,5796,evening,1.4,15,27519,27139,1.3400428,1.3420274,103.692924,103.68898
6888,2889,evening,0.9,13,44009,44399,1.385869,1.3830628,103.74579,103.74851
3909,4700,night,1.4,7,60119,80109,1.3188043,1.3132447,103.8641,103.87143
136,101,afternoon,0.9,101,136,101,1.362344869,1.26547264,103.7674369,103.821446
134,136,morning,1.1,15,134,136,1.325883209,1.362344869,103.8073292,103.7674369
2289,2028,night,2.0,14,27131,22459,1.34194,1.3385628,103.68853,103.69572
131,136,afternoon,2.9,21,131,136,1.284359578,1.362344869,103.8434242,103.7674369
6153,6155,evening,2.3,10,58251,47619,1.4480315,1.444307,103.818954,103.80714
2897,2822,evening,0.6,14,44499,44009,1.3832016,1.385869,103.74089,103.74579
4311,4319,morning,0.8,32,67209,67249,1.3869084,1.3937657,103.89618,103.898506
6845,3395,evening,1.0,3,52009,52261,1.3320209,1.3340317,103.846924,103.85128
6154,6155,afternoon,2.0,14,58291,47619,1.4457932,1.444307,103.81995,103.80714
6465,2983,morning,2.4,10,44481,45309,1.381843,1.391998,103.74496,103.74665
136,134,morning,1.1,21,136,134,1.362344869,1.325883209,103.7674369,103.8073292
4293,6489,morning,1.5,11,67119,65151,1.3905083,1.3988565,103.90324,103.906624
3994,3998,evening,0.5,9,63031,63051,1.3605044,1.3641517,103.88535,103.889145
136,101,morning,0.9,192,136,101,1.362344869,1.26547264,103.7674369,103.821446
2417,2438,afternoon,1.5,14,28481,28631,1.3461814,1.3405316,103.734215,103.74419
4575,4560,afternoon,1.0,12,76369,76269,1.3602564,1.3618782,103.950226,103.9574
14,45,evening,28.2,12,14,45,1.372983774,1.398212828,103.9492348,103.881242
2441,2417,morning,2.6,14,28649,28481,1.339013,1.3461814,103.74603,103.734215
6580,4528,morning,1.2,17,96131,76101,1.3463917,1.3530332,103.95526,103.9548
5666,4682,morning,1.0,12,78221,78219,1.3741752,1.367257,103.96123,103.96328
136,131,morning,2.9,41,136,131,1.362344869,1.284359578,103.7674369,103.8434242
134,136,evening,1.1,14,134,136,1.325883209,1.362344869,103.8073292,103.7674369
136,134,evening,1.1,17,136,134,1.362344869,1.325883209,103.7674369,103.8073292
6149,3790,morning,2.1,12,47611,58299,1.4438871,1.4458292,103.80622,103.81969
45,14,morning,28.2,11,45,14,1.398212828,1.372983774,103.881242,103.9492348
3552,3545,morning,1.6,12,54239,54201,1.369186,1.376085,103.84332,103.83928
4528,4583,morning,0.7,18,76101,76421,1.3530332,1.3538412,103.9548,103.95987
2888,2822,morning,1.0,13,44391,44009,1.3828897,1.385869,103.748314,103.74579
132,134,evening,1.3,29,132,134,1.284748969,1.325883209,103.8444484,103.8073292
106,101,evening,7.3,62,106,101,1.404546728,1.26547264,103.902052,103.821446
4557,4525,morning,1.9,20,76249,76089,1.3583664,1.3491681,103.95947,103.949234
2404,2431,morning,1.3,14,28401,28571,1.3506546,1.3524207,103.71861,103.725426
1676,1672,afternoon,0.7,15,17179,17159,1.3152819,1.3119756,103.76536,103.76981
4770,4805,evening,0.7,11,82061,83111,1.3187616,1.3234686,103.90227,103.90527
6443,1769,afternoon,0.9,5,19039,19099,1.3116795,1.3069712,103.77869,103.78191
2429,2348,morning,3.3,14,28551,28079,1.3530921,1.338399,103.71994,103.7386
6,5,evening,1.5,45,6,5,1.397535018,1.289562726,103.7474307,103.8168209
3064,3118,afternoon,1.0,13,46331,46629,1.4331477,1.4294609,103.78816,103.780815
4556,5618,afternoon,0.8,11,76241,98301,1.358458,1.3600138,103.95917,103.964874
3380,3407,morning,2.4,7,52161,52331,1.3409383,1.332463,103.845406,103.85581
41,19,morning,24.3,13,41,19,1.381756046,1.385361693,103.8449439,103.744367
4773,5069,afternoon,4.9,11,82079,93031,1.3080112,1.3098364,103.895195,103.929375
5,6,morning,1.5,90,5,6,1.289562726,1.397535018,103.8168209,103.7474307
3398,3379,morning,2.3,13,52279,52159,1.3370242,1.3381081,103.84993,103.84386
5280,4608,morning,1.2,16,77181,77101,1.3759115,1.380642,103.9411,103.94818
4979,4960,morning,1.2,10,85099,84671,1.3268443,1.3175933,103.94646,103.9451
132,134,morning,1.3,17,132,134,1.284748969,1.325883209,103.8444484,103.8073292
6843,6674,morning,1.1,24,22009,22591,1.3393234,1.3442583,103.70546,103.70329
6677,5376,afternoon,0.7,29,22599,22009,1.3448404,1.3393234,103.70308,103.70546
6822,4490,evening,1.5,1,75009,75149,1.3540756,1.3559719,103.94339,103.93366
1322,1267,evening,1.4,11,10451,10169,1.2876238,1.2859997,103.81725,103.827484
21,64,afternoon,1.7,15,21,64,1.294860933,1.376684679,103.8058913,103.7537352
134,132,morning,1.3,41,134,132,1.325883209,1.284748969,103.8073292,103.8444484
4489,6821,morning,1.5,1,75141,75009,1.35625,1.3540756,103.93378,103.94339
2439,2411,morning,0.7,37,28639,28449,1.3404565,1.3361816,103.74396,103.73945
26,24,morning,2.9,37,26,24,1.31148891,1.436875128,103.8713766,103.7864999
4329,3638,morning,2.5,11,68029,55079,1.3931216,1.391952,103.87265,103.85336
64,21,morning,1.7,15,64,21,1.376684679,1.294860933,103.7537352,103.8058913
6856,4772,morning,4.7,18,93201,82071,1.3092,1.3072534,103.92781,103.89541
24,26,evening,2.9,37,24,26,1.436875128,1.31148891,103.7864999,103.8713766
2410,2428,afternoon,4.0,12,28441,28541,1.3357664,1.3523581,103.738846,103.71726
1945,2352,morning,0.6,10,21689,28099,1.3424199,1.344324,103.714424,103.71927
5820,3728,morning,2.1,10,59009,57079,1.4284,1.4244386,103.8361,103.82567
5822,3860,afternoon,0.5,8,59009,59359,1.4284,1.428441,103.8361,103.84072
4806,4771,morning,0.9,15,83119,82069,1.3230697,1.3170954,103.90561,103.902954
5346,4978,evening,1.2,14,84679,85091,1.3180431,1.3275491,103.94476,103.94636
1265,1323,morning,1.5,12,10151,10459,1.2857205,1.2875472,103.82853,103.8164
2342,1678,evening,2.3,13,28049,17189,1.3306992,1.3179051,103.7481,103.76406
130,101,evening,1.0,293,130,101,1.272332732,1.26547264,103.8029471,103.821446
1784,2341,morning,1.9,41,20101,28041,1.3199371,1.3300835,103.76222,103.74828
3117,3065,evening,1.0,14,46621,46339,1.4295554,1.4335263,103.78065,103.78799
5633,1291,evening,5.3,20,14391,10299,1.27791,1.292335,103.808586,103.81146
4077,4129,morning,1.1,8,64071,64359,1.3751405,1.3752868,103.89725,103.88919
2011,2290,morning,2.4,23,22341,27141,1.3449161,1.3396754,103.701035,103.6878
1423,1540,evening,1.1,18,11519,14219,1.2866575,1.2821865,103.803345,103.80685
4051,3993,morning,1.8,11,63341,63029,1.367514,1.3572748,103.88883,103.88218
28,26,morning,5.0,16,28,26,1.307183467,1.31148891,103.7902028,103.8713766
101,132,afternoon,1.9,126,101,132,1.26547264,1.284748969,103.821446,103.8444484
6822,4486,morning,0.8,14,75009,75129,1.3540756,1.3556365,103.94339,103.93936
3541,3545,afternoon,0.7,9,54181,54201,1.3705331,1.376085,103.83653,103.83928
24,27,afternoon,4.7,15,24,27,1.436875128,1.329989089,103.7864999,103.6396662
3076,3143,afternoon,0.5,16,46391,46761,1.4392177,1.4396445,103.79299,103.7974
2283,6187,morning,4.2,14,27091,27219,1.34911,1.3479327,103.70389,103.68025
4297,4317,afternoon,1.0,11,67139,67239,1.3871572,1.3930503,103.904175,103.90373
1253,1257,morning,1.1,11,10081,10101,1.2822783,1.285062,103.82242,103.81378
3082,3084,morning,1.2,37,46421,46441,1.4408703,1.4421947,103.79354,103.789734
24,27,evening,4.7,58,24,27,1.436875128,1.329989089,103.7864999,103.6396662
6187,2284,evening,3.3,14,27219,27099,1.3479327,1.3502369,103.68025,103.70361
3491,6796,morning,0.9,17,53281,53009,1.3466564,1.3504554,103.854324,103.849884
6772,1653,evening,0.8,11,17009,17051,1.3149158,1.3172641,103.76412,103.7624
2349,2420,evening,2.0,12,28081,28501,1.3395083,1.3498033,103.73665,103.72738
4052,4048,afternoon,0.9,3,63349,63329,1.3668721,1.3686287,103.88924,103.88201
6597,3374,evening,0.5,1,52009,52131,1.3320209,1.3322071,103.846924,103.8442
26,28,evening,5.0,12,26,28,1.31148891,1.307183467,103.8713766,103.7902028
2432,2409,morning,4.2,11,28581,28439,1.3492512,1.3345144,103.72571,103.73857
1670,1567,morning,6.5,8,17149,15059,1.3117151,1.2768619,103.76346,103.802704
27,24,morning,4.7,82,27,24,1.329989089,1.436875128,103.6396662,103.7864999
6674,2323,morning,0.8,11,22591,27381,1.3442583,1.3481479,103.70329,103.69864
6318,5349,morning,0.9,20,67359,67381,1.3900874,1.3945904,103.89042,103.88844
3127,3161,morning,1.0,28,46671,46871,1.4368917,1.4367912,103.794624,103.801765
2324,6677,morning,0.8,11,27389,22599,1.3484519,1.3448404,103.698105,103.70308
5290,1422,morning,1.1,17,14471,11511,1.2820117,1.2859468,103.80665,103.80252
3144,3055,morning,0.8,13,46769,46289,1.4393511,1.4387224,103.797356,103.79091
2290,6206,afternoon,2.4,11,27141,22509,1.3396754,1.3379941,103.6878,103.70323
4149,4263,morning,1.0,13,64479,66439,1.3744013,1.3739376,103.88354,103.87551
6823,4548,evening,0.8,7,75009,76201,1.3540756,1.356875,103.94339,103.94797
4260,4148,afternoon,1.5,14,66421,64471,1.373655,1.3745481,103.873405,103.883965
3415,6789,evening,2.8,14,52371,52009,1.3399297,1.3320209,103.856514,103.846924
1290,1557,morning,4.7,18,10291,14339,1.2921586,1.2766607,103.81066,103.81125
1258,1254,evening,1.0,11,10109,10089,1.2853532,1.2829233,103.813705,103.821655
6207,2289,morning,2.0,14,22501,27131,1.337692,1.34194,103.70297,103.68853
1654,1676,morning,0.7,10,17059,17179,1.3169433,1.3152819,103.7617,103.76536
117,101,morning,2.5,48,117,101,1.333728882,1.26547264,103.8306903,103.821446
6098,4165,morning,2.0,28,67441,64619,1.3923095,1.3780934,103.89346,103.88468
8,22,evening,16.0,12,8,22,1.302438735,1.340463766,103.7983136,103.6369324
4587,4677,morning,2.9,11,77009,78181,1.373564,1.3647615,103.95048,103.95906
3613,6105,morning,2.8,12,54589,54399,1.3717344,1.371373,103.85672,103.84866
2405,2413,evening,2.3,16,28409,28459,1.3508115,1.3444077,103.71794,103.734314
4201,4199,morning,0.8,11,66039,66029,1.3547513,1.3501716,103.86669,103.861435
102,101,evening,1.7,171,102,101,1.292891552,1.26547264,103.860846,103.821446
1797,6784,morning,2.9,18,20199,28009,1.3190811,1.33235,103.7482,103.74066
101,117,evening,2.5,57,101,117,1.26547264,1.333728882,103.821446,103.8306903
101,117,morning,2.5,76,101,117,1.26547264,1.333728882,103.821446,103.8306903
4305,6456,afternoon,1.6,14,67179,67389,1.387414,1.3942438,103.897995,103.888695
4181,4663,morning,8.3,9,65079,78109,1.3989358,1.3753332,103.90475,103.95388
6583,5168,morning,0.3,6,96179,96161,1.3426614,1.342119,103.95531,103.95354
2412,2404,morning,2.3,20,28451,28401,1.3439419,1.3506546,103.73466,103.71861
4297,6712,afternoon,1.9,14,67139,65231,1.3871572,1.3942825,103.904175,103.915764
1283,1267,afternoon,0.9,25,10249,10169,1.2908814,1.2859997,103.82408,103.827484
