origin_location_id,destination_location_id,section_of_day,mean_distance,count_trips,origin_code,destination_code,origin_lat,destination_lat,origin_lon,destination_lon,origin_area_code,origin_area_name,origin_region_name,origin_location_id_1,destination_area_code,destination_area_name,destination_region_name,destination_location_id_1
6479,1545,afternoon,2.2,14,14399,14241,1.2776366,1.2791436,103.808586,103.81687,kml_1,BUKIT MERAH,CENTRAL REGION,6479,kml_1,BUKIT MERAH,CENTRAL REGION,1545
6303,6520,afternoon,1.6,1,58419,58211,1.4546446,1.449262,103.81584,103.81979,kml_26,SEMBAWANG,NORTH REGION,6303,kml_26,SEMBAWANG,NORTH REGION,6520
1176,3300,evening,1.7,13,7031,50081,1.3057208,1.3166317,103.851204,103.85025,kml_45,ROCHOR,CENTRAL REGION,1176,kml_11,KALLANG,CENTRAL REGION,3300
59,56,afternoon,1.9,23,59,56,1.360499,1.391254,103.885169,103.89537,kml_2,BUKIT PANJANG,WEST REGION,59,kml_2,BUKIT PANJANG,WEST REGION,56
2864,2912,evening,1.1,14,44229,44631,1.3765606,1.3796172,103.77146,103.76391,kml_2,BUKIT PANJANG,WEST REGION,2864,kml_2,BUKIT PANJANG,WEST REGION,2912
6677,5376,morning,0.7,33,22599,22009,1.3448404,1.3393234,103.70308,103.70546,kml_10,JURONG WEST,WEST REGION,6677,kml_10,JURONG WEST,WEST REGION,5376
4563,6820,afternoon,1.3,14,76289,75009,1.3473873,1.3540756,103.93815,103.94339,kml_32,TAMPINES,EAST REGION,4563,kml_32,TAMPINES,EAST REGION,6820
4033,4000,morning,0.3,2,63241,63061,1.3640978,1.3662384,103.892136,103.89129,kml_8,HOUGANG,NORTH-EAST REGION,4033,kml_8,HOUGANG,NORTH-EAST REGION,4000
2307,2289,afternoon,0.3,12,27271,27131,1.3419999,1.34194,103.69132,103.68853,kml_10,JURONG WEST,WEST REGION,2307,kml_10,JURONG WEST,WEST REGION,2289
6302,3794,morning,1.1,18,58401,58321,1.4557565,1.4502057,103.818,103.81615,kml_26,SEMBAWANG,NORTH REGION,6302,kml_26,SEMBAWANG,NORTH REGION,3794
1680,6655,morning,0.8,38,17201,17009,1.3205571,1.3149158,103.76735,103.76412,kml_7,CLEMENTI,WEST REGION,1680,kml_7,CLEMENTI,WEST REGION,6655
21,19,morning,4.2,36,21,19,1.315302,1.302559,103.765244,103.798225,kml_7,CLEMENTI,WEST REGION,21,kml_24,QUEENSTOWN,CENTRAL REGION,19
6455,4291,evening,3.5,12,67399,67109,1.3938501,1.3910289,103.89167,103.89999,kml_27,SENGKANG,NORTH-EAST REGION,6455,kml_27,SENGKANG,NORTH-EAST REGION,4291
1546,6479,morning,1.4,11,14249,14399,1.279474,1.2776366,103.81733,103.808586,kml_1,BUKIT MERAH,CENTRAL REGION,1546,kml_1,BUKIT MERAH,CENTRAL REGION,6479
2864,6049,dawn,1.5,15,44229,44361,1.3765606,1.3664589,103.77146,103.77559,kml_2,BUKIT PANJANG,WEST REGION,2864,kml_2,BUKIT PANJANG,WEST REGION,6049
21,48,morning,11.5,40,21,48,1.315302,1.397567,103.765244,103.747339,kml_7,CLEMENTI,WEST REGION,21,kml_6,CHOA CHU KANG,WEST REGION,48
4886,5582,evening,1.2,9,84211,84281,1.3300475,1.3265772,103.93444,103.94039,kml_20,BEDOK,EAST REGION,4886,kml_20,BEDOK,EAST REGION,5582
2913,2863,night,1.2,30,44639,44221,1.3800697,1.3762996,103.76396,103.770996,kml_2,BUKIT PANJANG,WEST REGION,2913,kml_2,BUKIT PANJANG,WEST REGION,2863
6330,6288,afternoon,1.1,11,58329,58409,1.4505019,1.4561083,103.81656,103.8181,kml_26,SEMBAWANG,NORTH REGION,6330,kml_26,SEMBAWANG,NORTH REGION,6288
6065,2863,evening,1.5,12,44369,44221,1.3657428,1.3762996,103.775314,103.770996,kml_2,BUKIT PANJANG,WEST REGION,6065,kml_2,BUKIT PANJANG,WEST REGION,2863
4888,5582,evening,1.0,27,84221,84281,1.331858,1.3265772,103.93513,103.94039,kml_20,BEDOK,EAST REGION,4888,kml_20,BEDOK,EAST REGION,5582
5796,2316,morning,1.3,14,27139,27349,1.3420274,1.3468081,103.68898,103.697815,kml_10,JURONG WEST,WEST REGION,5796,kml_10,JURONG WEST,WEST REGION,2316
2315,2307,afternoon,1.1,12,27341,27271,1.346637,1.3419999,103.697784,103.69132,kml_10,JURONG WEST,WEST REGION,2315,kml_10,JURONG WEST,WEST REGION,2307
2405,2380,evening,3.41,16,28409,28279,1.3508115,1.3394829,103.71794,103.73424,kml_10,JURONG WEST,WEST REGION,2405,kml_9,JURONG EAST,WEST REGION,2380
6097,6455,morning,0.5,25,67409,67399,1.3923391,1.3938501,103.896065,103.89167,kml_27,SENGKANG,NORTH-EAST REGION,6097,kml_27,SENGKANG,NORTH-EAST REGION,6455
5586,4889,morning,1.1,26,84289,84229,1.3266307,1.3315995,103.94017,103.93531,kml_20,BEDOK,EAST REGION,5586,kml_20,BEDOK,EAST REGION,4889
6521,6313,afternoon,1.4,8,58219,58411,1.4495347,1.454612,103.81993,103.81658,kml_26,SEMBAWANG,NORTH REGION,6521,kml_26,SEMBAWANG,NORTH REGION,6313
48,21,afternoon,11.5,40,48,21,1.397567,1.315302,103.747339,103.765244,kml_6,CHOA CHU KANG,WEST REGION,48,kml_7,CLEMENTI,WEST REGION,21
19,21,morning,4.2,15,19,21,1.302559,1.315302,103.798225,103.765244,kml_24,QUEENSTOWN,CENTRAL REGION,19,kml_7,CLEMENTI,WEST REGION,21
19,21,evening,4.2,16,19,21,1.302559,1.315302,103.798225,103.765244,kml_24,QUEENSTOWN,CENTRAL REGION,19,kml_7,CLEMENTI,WEST REGION,21
6772,1680,afternoon,0.9,34,17009,17201,1.3149158,1.3205571,103.76412,103.76735,kml_7,CLEMENTI,WEST REGION,6772,kml_7,CLEMENTI,WEST REGION,1680
2315,2289,morning,1.4,14,27341,27131,1.346637,1.34194,103.697784,103.68853,kml_10,JURONG WEST,WEST REGION,2315,kml_10,JURONG WEST,WEST REGION,2289
1545,1537,afternoon,1.1,24,14241,14201,1.2791436,1.2816731,103.81687,103.80914,kml_1,BUKIT MERAH,CENTRAL REGION,1545,kml_1,BUKIT MERAH,CENTRAL REGION,1537
1538,1546,morning,1.0,11,14209,14249,1.281764,1.279474,103.809586,103.81733,kml_1,BUKIT MERAH,CENTRAL REGION,1538,kml_1,BUKIT MERAH,CENTRAL REGION,1546
5796,2316,afternoon,1.3,37,27139,27349,1.3420274,1.3468081,103.68898,103.697815,kml_10,JURONG WEST,WEST REGION,5796,kml_10,JURONG WEST,WEST REGION,2316
6822,4488,afternoon,1.2,11,75009,75139,1.3540756,1.3556397,103.94339,103.93613,kml_32,TAMPINES,EAST REGION,6822,kml_32,TAMPINES,EAST REGION,4488
5586,4889,evening,1.1,12,84289,84229,1.3266307,1.3315995,103.94017,103.93531,kml_20,BEDOK,EAST REGION,5586,kml_20,BEDOK,EAST REGION,4889
1680,6655,evening,0.8,28,17201,17009,1.3205571,1.3149158,103.76735,103.76412,kml_7,CLEMENTI,WEST REGION,1680,kml_7,CLEMENTI,WEST REGION,6655
4627,4037,morning,8.0,8,77241,63271,1.3753133,1.356395,103.94027,103.88998,kml_16,PASIR RIS,EAST REGION,4627,kml_8,HOUGANG,NORTH-EAST REGION,4037
4291,6097,morning,0.4,24,67109,67409,1.3910289,1.3923391,103.89999,103.896065,kml_27,SENGKANG,NORTH-EAST REGION,4291,kml_27,SENGKANG,NORTH-EAST REGION,6097
56,59,morning,1.9,24,56,59,1.391254,1.360499,103.89537,103.885169,kml_2,BUKIT PANJANG,WEST REGION,56,kml_2,BUKIT PANJANG,WEST REGION,59
6843,6208,morning,1.1,62,22009,22511,1.3393234,1.3374618,103.70546,103.700294,kml_10,JURONG WEST,WEST REGION,6843,kml_10,JURONG WEST,WEST REGION,6208
21,19,evening,4.2,18,21,19,1.315302,1.302559,103.765244,103.798225,kml_7,CLEMENTI,WEST REGION,21,kml_24,QUEENSTOWN,CENTRAL REGION,19
2349,2404,afternoon,3.0,16,28081,28401,1.3395083,1.3506546,103.73665,103.71861,kml_9,JURONG EAST,WEST REGION,2349,kml_10,JURONG WEST,WEST REGION,2404
6825,4562,morning,1.4,26,75009,76281,1.3540756,1.3475838,103.94339,103.938484,kml_32,TAMPINES,EAST REGION,6825,kml_32,TAMPINES,EAST REGION,4562
6843,2019,afternoon,1.8,2,22009,22411,1.3393234,1.3462679,103.70546,103.703804,kml_10,JURONG WEST,WEST REGION,6843,kml_10,JURONG WEST,WEST REGION,2019
1250,1266,morning,1.1,3,10079,10161,1.280395,1.2859313,103.82709,103.82669,kml_1,BUKIT MERAH,CENTRAL REGION,1250,kml_1,BUKIT MERAH,CENTRAL REGION,1266
6772,1784,morning,0.8,22,17009,20101,1.3149158,1.3199371,103.76412,103.76222,kml_7,CLEMENTI,WEST REGION,6772,kml_7,CLEMENTI,WEST REGION,1784
5062,5014,evening,1.2,16,92309,92049,1.3082786,1.302999,103.91268,103.90595,kml_20,BEDOK,EAST REGION,5062,kml_49,MARINE PARADE,CENTRAL REGION,5014
4663,5426,morning,1.4,39,78109,78271,1.3753332,1.3792225,103.95388,103.96384,kml_16,PASIR RIS,EAST REGION,4663,kml_16,PASIR RIS,EAST REGION,5426
1563,1304,afternoon,1.2,13,14389,10361,1.2742816,1.280381,103.82501,103.82353,kml_1,BUKIT MERAH,CENTRAL REGION,1563,kml_1,BUKIT MERAH,CENTRAL REGION,1304
6096,4290,morning,0.5,13,67401,67101,1.3929085,1.3914315,103.89532,103.89957,kml_27,SENGKANG,NORTH-EAST REGION,6096,kml_27,SENGKANG,NORTH-EAST REGION,4290
6641,6642,night,0.6,11,67601,64571,1.3833447,1.3781116,103.893265,103.89297,kml_27,SENGKANG,NORTH-EAST REGION,6641,kml_8,HOUGANG,NORTH-EAST REGION,6642
4307,4319,morning,0.4,14,67189,67249,1.3905996,1.3937657,103.89742,103.898506,kml_27,SENGKANG,NORTH-EAST REGION,4307,kml_27,SENGKANG,NORTH-EAST REGION,4319
3001,2987,morning,0.7,17,45439,45329,1.4012719,1.397438,103.75115,103.74786,kml_6,CHOA CHU KANG,WEST REGION,3001,kml_6,CHOA CHU KANG,WEST REGION,2987
3508,3481,morning,1.3,6,53379,53231,1.3601867,1.3508999,103.84386,103.84798,kml_21,BISHAN,CENTRAL REGION,3508,kml_21,BISHAN,CENTRAL REGION,3481
1360,1410,evening,1.0,23,11151,11439,1.2986358,1.3060647,103.802475,103.8003,kml_24,QUEENSTOWN,CENTRAL REGION,1360,kml_24,QUEENSTOWN,CENTRAL REGION,1410
6772,1680,morning,0.9,47,17009,17201,1.3149158,1.3205571,103.76412,103.76735,kml_7,CLEMENTI,WEST REGION,6772,kml_7,CLEMENTI,WEST REGION,1680
4931,4444,morning,2.2,14,84479,72069,1.3374211,1.33151,103.92253,103.90978,kml_20,BEDOK,EAST REGION,4931,kml_20,BEDOK,EAST REGION,4444
5426,4662,afternoon,1.7,15,78271,78101,1.3792225,1.3750664,103.96384,103.95405,kml_16,PASIR RIS,EAST REGION,5426,kml_16,PASIR RIS,EAST REGION,4662
6639,6640,morning,0.6,15,64579,67609,1.3782083,1.3839331,103.89268,103.89304,kml_8,HOUGANG,NORTH-EAST REGION,6639,kml_27,SENGKANG,NORTH-EAST REGION,6640
3582,3616,morning,0.8,33,54389,54609,1.3663898,1.3593578,103.856606,103.85529,kml_19,ANG MO KIO,NORTH-EAST REGION,3582,kml_19,ANG MO KIO,NORTH-EAST REGION,3616
4322,4174,morning,1.5,11,67261,65041,1.3865874,1.3898442,103.894646,103.90162,kml_27,SENGKANG,NORTH-EAST REGION,4322,kml_27,SENGKANG,NORTH-EAST REGION,4174
4317,6817,morning,1.2,1,67239,67009,1.3930503,1.3917806,103.90373,103.89588,kml_27,SENGKANG,NORTH-EAST REGION,4317,kml_27,SENGKANG,NORTH-EAST REGION,6817
4663,5666,morning,0.9,12,78109,78221,1.3753332,1.3741752,103.95388,103.96123,kml_16,PASIR RIS,EAST REGION,4663,kml_16,PASIR RIS,EAST REGION,5666
2986,3001,evening,1.6,14,45321,45439,1.3974026,1.4012719,103.74756,103.75115,kml_6,CHOA CHU KANG,WEST REGION,2986,kml_6,CHOA CHU KANG,WEST REGION,3001
4291,6097,afternoon,0.4,12,67109,67409,1.3910289,1.3923391,103.89999,103.896065,kml_27,SENGKANG,NORTH-EAST REGION,4291,kml_27,SENGKANG,NORTH-EAST REGION,6097
6288,3764,morning,0.7,12,58409,58129,1.4561083,1.4528421,103.8181,103.819885,kml_26,SEMBAWANG,NORTH REGION,6288,kml_26,SEMBAWANG,NORTH REGION,3764
5013,5061,evening,1.3,15,92041,92301,1.3032728,1.3079354,103.90583,103.91263,kml_49,MARINE PARADE,CENTRAL REGION,5013,kml_20,BEDOK,EAST REGION,5061
4313,4319,morning,1.2,24,67219,67249,1.3836883,1.3937657,103.897514,103.898506,kml_27,SENGKANG,NORTH-EAST REGION,4313,kml_27,SENGKANG,NORTH-EAST REGION,4319
4665,5150,morning,5.0,8,78119,96059,1.37564,1.3435128,103.95753,103.96218,kml_16,PASIR RIS,EAST REGION,4665,kml_32,TAMPINES,EAST REGION,5150
5614,4662,morning,0.9,12,78229,78101,1.3741114,1.3750664,103.96094,103.95405,kml_16,PASIR RIS,EAST REGION,5614,kml_16,PASIR RIS,EAST REGION,4662
1249,1509,morning,0.9,13,10071,14039,1.2804531,1.2766364,103.826385,103.823456,kml_1,BUKIT MERAH,CENTRAL REGION,1249,kml_1,BUKIT MERAH,CENTRAL REGION,1509
4175,6345,morning,1.7,11,65049,67339,1.389935,1.3864803,103.90187,103.89269,kml_27,SENGKANG,NORTH-EAST REGION,4175,kml_27,SENGKANG,NORTH-EAST REGION,6345
4443,4930,afternoon,2.1,16,72061,84471,1.3317792,1.3373331,103.909836,103.922,kml_20,BEDOK,EAST REGION,4443,kml_20,BEDOK,EAST REGION,4930
4318,4312,afternoon,1.1,22,67241,67211,1.3929961,1.3839383,103.898445,103.89766,kml_27,SENGKANG,NORTH-EAST REGION,4318,kml_27,SENGKANG,NORTH-EAST REGION,4312
4172,4306,morning,0.9,12,65031,67181,1.3871114,1.3910179,103.90168,103.89778,kml_27,SENGKANG,NORTH-EAST REGION,4172,kml_27,SENGKANG,NORTH-EAST REGION,4306
3000,2987,morning,0.9,24,45421,45329,1.4027488,1.397438,103.75051,103.74786,kml_6,CHOA CHU KANG,WEST REGION,3000,kml_6,CHOA CHU KANG,WEST REGION,2987
4318,4312,morning,1.1,11,67241,67211,1.3929961,1.3839383,103.898445,103.89766,kml_27,SENGKANG,NORTH-EAST REGION,4318,kml_27,SENGKANG,NORTH-EAST REGION,4312
1365,1342,morning,1.6,36,11179,11049,1.3062752,1.2954609,103.79428,103.79952,kml_24,QUEENSTOWN,CENTRAL REGION,1365,kml_24,QUEENSTOWN,CENTRAL REGION,1342
1410,1363,morning,0.5,21,11439,11169,1.3060647,1.302705,103.8003,103.79838,kml_24,QUEENSTOWN,CENTRAL REGION,1410,kml_24,QUEENSTOWN,CENTRAL REGION,1363
2308,2028,night,0.8,34,27279,22459,1.3421024,1.3385628,103.69119,103.69572,kml_10,JURONG WEST,WEST REGION,2308,kml_10,JURONG WEST,WEST REGION,2028
1304,1250,afternoon,0.5,15,10361,10079,1.280381,1.280395,103.82353,103.82709,kml_1,BUKIT MERAH,CENTRAL REGION,1304,kml_1,BUKIT MERAH,CENTRAL REGION,1250
5032,5037,morning,2.0,11,92139,92161,1.3085397,1.3038,103.91063,103.89657,kml_20,BEDOK,EAST REGION,5032,kml_49,MARINE PARADE,CENTRAL REGION,5037
1372,1362,afternoon,2.2,14,11211,11161,1.3083878,1.3021331,103.809395,103.79839,kml_33,TANGLIN,CENTRAL REGION,1372,kml_24,QUEENSTOWN,CENTRAL REGION,1362
6637,4172,evening,3.2,1,67481,65031,1.391498,1.3871114,103.87765,103.90168,kml_27,SENGKANG,NORTH-EAST REGION,6637,kml_27,SENGKANG,NORTH-EAST REGION,4172
1363,1344,morning,0.6,22,11169,11059,1.302705,1.298829,103.79838,103.80097,kml_24,QUEENSTOWN,CENTRAL REGION,1363,kml_24,QUEENSTOWN,CENTRAL REGION,1344
1363,1371,morning,2.5,15,11169,11209,1.302705,1.3081728,103.79838,103.81039,kml_24,QUEENSTOWN,CENTRAL REGION,1363,kml_33,TANGLIN,CENTRAL REGION,1371
101,102,morning,1.7,136,101,102,1.3038231,1.3200744,103.8506826,103.8238083,kml_18,PUNGGOL,NORTH-EAST REGION,101,kml_27,SENGKANG,NORTH-EAST REGION,102
6464,2895,morning,0.8,16,44471,44469,1.3804704,1.3824389,103.748024,103.74275,kml_6,CHOA CHU KANG,WEST REGION,6464,kml_6,CHOA CHU KANG,WEST REGION,2895
1943,1929,morning,1.1,11,21669,21599,1.3413421,1.3346835,103.72209,103.72269,kml_9,JURONG EAST,WEST REGION,1943,kml_10,JURONG WEST,WEST REGION,1929
3332,3316,morning,1.6,12,51019,50211,1.3289425,1.3230697,103.84067,103.85257,kml_35,TOA PAYOH,CENTRAL REGION,3332,kml_15,NOVENA,CENTRAL REGION,3316
1337,1341,morning,1.0,12,11021,11041,1.2894181,1.296245,103.802284,103.79952,kml_24,QUEENSTOWN,CENTRAL REGION,1337,kml_24,QUEENSTOWN,CENTRAL REGION,1341
1550,1542,morning,1.4,10,14279,14229,1.2759155,1.2737067,103.81921,103.828575,kml_1,BUKIT MERAH,CENTRAL REGION,1550,kml_1,BUKIT MERAH,CENTRAL REGION,1542
2025,2321,morning,0.7,37,22441,27371,1.3426698,1.3475138,103.70363,103.701,kml_10,JURONG WEST,WEST REGION,2025,kml_10,JURONG WEST,WEST REGION,2321
4125,6989,night,2.4,16,64339,66551,1.3713683,1.3817266,103.88703,103.88145,kml_8,HOUGANG,NORTH-EAST REGION,4125,kml_8,HOUGANG,NORTH-EAST REGION,6989
5050,5434,morning,0.5,8,92239,92229,1.30438,1.304952,103.91266,103.91602,kml_49,MARINE PARADE,CENTRAL REGION,5050,kml_49,MARINE PARADE,CENTRAL REGION,5434
6989,4165,morning,1.0,51,66551,64619,1.3817266,1.3780934,103.88145,103.88468,kml_8,HOUGANG,NORTH-EAST REGION,6989,kml_8,HOUGANG,NORTH-EAST REGION,4165
1249,1257,morning,1.6,51,10071,10101,1.2804531,1.285062,103.826385,103.81378,kml_1,BUKIT MERAH,CENTRAL REGION,1249,kml_1,BUKIT MERAH,CENTRAL REGION,1257
4305,6095,morning,1.0,15,67179,67449,1.387414,1.3920329,103.897995,103.893074,kml_27,SENGKANG,NORTH-EAST REGION,4305,kml_27,SENGKANG,NORTH-EAST REGION,6095
2647,2645,afternoon,0.4,12,42109,42089,1.3432461,1.340071,103.77692,103.77941,kml_2,BUKIT PANJANG,WEST REGION,2647,kml_3,BUKIT TIMAH,CENTRAL REGION,2645
4165,4149,morning,0.5,14,64619,64479,1.3780934,1.3744013,103.88468,103.88354,kml_8,HOUGANG,NORTH-EAST REGION,4165,kml_8,HOUGANG,NORTH-EAST REGION,4149
102,101,afternoon,1.7,54,102,101,1.3200744,1.3038231,103.8238083,103.8506826,kml_27,SENGKANG,NORTH-EAST REGION,102,kml_18,PUNGGOL,NORTH-EAST REGION,101
4978,4974,morning,0.8,11,85091,85061,1.3275491,1.33146,103.94636,103.94739,kml_20,BEDOK,EAST REGION,4978,kml_20,BEDOK,EAST REGION,4974
4975,4870,afternoon,1.3,11,85069,84069,1.3318,1.3254874,103.94738,103.94219,kml_20,BEDOK,EAST REGION,4975,kml_20,BEDOK,EAST REGION,4870
2416,2438,afternoon,1.8,33,28471,28631,1.3481115,1.3405316,103.73225,103.74419,kml_9,JURONG EAST,WEST REGION,2416,kml_9,JURONG EAST,WEST REGION,2438
4869,4978,morning,0.5,11,84061,85091,1.3258479,1.3275491,103.94223,103.94636,kml_20,BEDOK,EAST REGION,4869,kml_20,BEDOK,EAST REGION,4978
5675,4320,morning,1.5,4,67661,67251,1.388894,1.3944286,103.90878,103.900314,kml_27,SENGKANG,NORTH-EAST REGION,5675,kml_27,SENGKANG,NORTH-EAST REGION,4320
4059,4137,afternoon,0.7,14,63381,64411,1.3709517,1.3735328,103.88239,103.88503,kml_8,HOUGANG,NORTH-EAST REGION,4059,kml_8,HOUGANG,NORTH-EAST REGION,4137
4137,4270,afternoon,1.3,13,64411,66489,1.3735328,1.3788934,103.88503,103.87898,kml_8,HOUGANG,NORTH-EAST REGION,4137,kml_8,HOUGANG,NORTH-EAST REGION,4270
6303,3762,evening,1.2,15,58419,58119,1.4546446,1.4509993,103.81584,103.82102,kml_26,SEMBAWANG,NORTH REGION,6303,kml_26,SEMBAWANG,NORTH REGION,3762
4165,4138,morning,0.5,20,64619,64419,1.3780934,1.3733916,103.88468,103.885216,kml_8,HOUGANG,NORTH-EAST REGION,4165,kml_8,HOUGANG,NORTH-EAST REGION,4138
7,6,morning,1.2,53,7,6,1.312482,1.320053,103.837926,103.843844,kml_41,NEWTON,CENTRAL REGION,7,kml_15,NOVENA,CENTRAL REGION,6
6790,3364,morning,2.82,12,52009,52059,1.3320209,1.3430974,103.846924,103.856224,kml_35,TOA PAYOH,CENTRAL REGION,6790,kml_35,TOA PAYOH,CENTRAL REGION,3364
2597,3309,afternoon,3.3,12,40231,50171,1.3223087,1.3266339,103.825775,103.84641,kml_15,NOVENA,CENTRAL REGION,2597,kml_15,NOVENA,CENTRAL REGION,3309
6,7,afternoon,1.2,15,6,7,1.320053,1.312482,103.843844,103.837926,kml_15,NOVENA,CENTRAL REGION,6,kml_41,NEWTON,CENTRAL REGION,7
2859,2696,morning,2.0,11,44201,43089,1.3773228,1.3670566,103.767265,103.76608,kml_2,BUKIT PANJANG,WEST REGION,2859,kml_2,BUKIT PANJANG,WEST REGION,2696
2439,2416,morning,2.0,27,28639,28471,1.3404565,1.3481115,103.74396,103.73225,kml_9,JURONG EAST,WEST REGION,2439,kml_9,JURONG EAST,WEST REGION,2416
4138,4060,morning,0.7,15,64419,63389,1.3733916,1.3706384,103.885216,103.88245,kml_8,HOUGANG,NORTH-EAST REGION,4138,kml_8,HOUGANG,NORTH-EAST REGION,4060
6,7,morning,1.2,13,6,7,1.320053,1.312482,103.843844,103.837926,kml_15,NOVENA,CENTRAL REGION,6,kml_41,NEWTON,CENTRAL REGION,7
4086,4082,morning,0.9,43,64129,64109,1.3799597,1.3720233,103.87687,103.87691,kml_8,HOUGANG,NORTH-EAST REGION,4086,kml_8,HOUGANG,NORTH-EAST REGION,4082
3761,6313,morning,1.1,18,58111,58411,1.4509628,1.454612,103.820755,103.81658,kml_26,SEMBAWANG,NORTH REGION,3761,kml_26,SEMBAWANG,NORTH REGION,6313
4321,5675,evening,1.4,3,67259,67661,1.3946539,1.388894,103.90046,103.90878,kml_27,SENGKANG,NORTH-EAST REGION,4321,kml_27,SENGKANG,NORTH-EAST REGION,5675
3111,3016,morning,1.6,8,46579,46069,1.4348859,1.4428895,103.77552,103.76934,kml_54,WOODLANDS,NORTH REGION,3111,kml_54,WOODLANDS,NORTH REGION,3016
4138,4058,morning,0.3,17,64419,63379,1.3733916,1.3707967,103.885216,103.88521,kml_8,HOUGANG,NORTH-EAST REGION,4138,kml_8,HOUGANG,NORTH-EAST REGION,4058
2894,6463,evening,0.8,11,44461,44479,1.3825705,1.3804793,103.743004,103.74828,kml_6,CHOA CHU KANG,WEST REGION,2894,kml_6,CHOA CHU KANG,WEST REGION,6463
1651,1813,evening,1.1,13,17041,20291,1.3042102,1.3109506,103.76456,103.75771,kml_7,CLEMENTI,WEST REGION,1651,kml_7,CLEMENTI,WEST REGION,1813
5407,5893,morning,1.6,26,44611,44349,1.3871248,1.381333,103.76758,103.769325,kml_2,BUKIT PANJANG,WEST REGION,5407,kml_2,BUKIT PANJANG,WEST REGION,5893
6096,4292,morning,0.8,13,67401,67111,1.3929085,1.3910537,103.89532,103.902374,kml_27,SENGKANG,NORTH-EAST REGION,6096,kml_27,SENGKANG,NORTH-EAST REGION,4292
1266,1301,morning,0.9,19,10161,10349,1.2859313,1.2849834,103.82669,103.821045,kml_1,BUKIT MERAH,CENTRAL REGION,1266,kml_1,BUKIT MERAH,CENTRAL REGION,1301
3553,4174,morning,9.1,9,54241,65041,1.3691351,1.3898442,103.84618,103.90162,kml_19,ANG MO KIO,NORTH-EAST REGION,3553,kml_27,SENGKANG,NORTH-EAST REGION,4174
4172,6318,morning,2.0,16,65031,67359,1.3871114,1.3900874,103.90168,103.89042,kml_27,SENGKANG,NORTH-EAST REGION,4172,kml_27,SENGKANG,NORTH-EAST REGION,6318
3522,3528,morning,1.3,16,54011,54051,1.3656704,1.376444,103.84341,103.844635,kml_19,ANG MO KIO,NORTH-EAST REGION,3522,kml_19,ANG MO KIO,NORTH-EAST REGION,3528
2,22,evening,7.7,1,2,22,1.370016,1.429463,103.849449,103.835182,kml_19,ANG MO KIO,NORTH-EAST REGION,2,kml_55,YISHUN,NORTH REGION,22
2321,2330,afternoon,1.1,10,27371,27419,1.3475138,1.3457547,103.701,103.69282,kml_10,JURONG WEST,WEST REGION,2321,kml_10,JURONG WEST,WEST REGION,2330
2329,2324,morning,0.9,22,27411,27389,1.3459083,1.3484519,103.69273,103.698105,kml_10,JURONG WEST,WEST REGION,2329,kml_10,JURONG WEST,WEST REGION,2324
1987,4600,morning,1.3,26,98119,77051,1.3671898,1.3690851,103.964325,103.955086,kml_16,PASIR RIS,EAST REGION,1987,kml_16,PASIR RIS,EAST REGION,4600
4635,4043,morning,8.4,26,77281,63301,1.3783717,1.3514948,103.93619,103.885315,kml_16,PASIR RIS,EAST REGION,4635,kml_8,HOUGANG,NORTH-EAST REGION,4043
5015,5065,afternoon,1.68,11,92051,93011,1.3046184,1.3082297,103.90783,103.92152,kml_49,MARINE PARADE,CENTRAL REGION,5015,kml_20,BEDOK,EAST REGION,5065
3044,3097,morning,1.1,13,46181,46509,1.4401588,1.438044,103.77887,103.770966,kml_54,WOODLANDS,NORTH REGION,3044,kml_54,WOODLANDS,NORTH REGION,3097
4263,4214,morning,1.1,11,66439,66101,1.3739376,1.3709404,103.87551,103.87326,kml_28,SERANGOON,NORTH-EAST REGION,4263,kml_28,SERANGOON,NORTH-EAST REGION,4214
1652,1613,afternoon,1.7,13,17049,16089,1.3047063,1.2920114,103.764595,103.76908,kml_7,CLEMENTI,WEST REGION,1652,kml_24,QUEENSTOWN,CENTRAL REGION,1613
4042,4636,evening,8.7,30,63299,77289,1.3526317,1.3788975,103.888336,103.93597,kml_8,HOUGANG,NORTH-EAST REGION,4042,kml_16,PASIR RIS,EAST REGION,4636
2866,2875,afternoon,2.2,11,44239,44281,1.3784611,1.3810492,103.76983,103.75423,kml_2,BUKIT PANJANG,WEST REGION,2866,kml_6,CHOA CHU KANG,WEST REGION,2875
3534,6961,evening,1.8,5,54081,54009,1.3635898,1.3696877,103.84787,103.848564,kml_19,ANG MO KIO,NORTH-EAST REGION,3534,kml_19,ANG MO KIO,NORTH-EAST REGION,6961
6868,4038,morning,2.4,14,66359,63279,1.350807,1.356238,103.87328,103.88983,kml_28,SERANGOON,NORTH-EAST REGION,6868,kml_8,HOUGANG,NORTH-EAST REGION,4038
3787,6624,morning,1.2,11,58259,58359,1.4477726,1.4561944,103.818954,103.81465,kml_26,SEMBAWANG,NORTH REGION,3787,kml_26,SEMBAWANG,NORTH REGION,6624
1652,1613,evening,1.7,10,17049,16089,1.3047063,1.2920114,103.764595,103.76908,kml_7,CLEMENTI,WEST REGION,1652,kml_24,QUEENSTOWN,CENTRAL REGION,1613
3048,3053,morning,1.1,23,46241,46279,1.4421184,1.4402196,103.778946,103.7869,kml_54,WOODLANDS,NORTH REGION,3048,kml_54,WOODLANDS,NORTH REGION,3053
